PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,SpinAxis3dVectorX,SpinAxis3dVectorY,SpinAxis3dVectorZ,SpinAxis3dConfidence,SpinAxis3dSeamOrientationRotationX,SpinAxis3dSeamOrientationRotationY,SpinAxis3dSeamOrientationRotationZ,SpinAxis3dSeamOrientationBallYAmb1,SpinAxis3dSeamOrientationBallAngleHorizontalAmb1,SpinAxis3dSeamOrientationBallZAmb1,SpinAxis3dSeamOrientationBallAngleVerticalAmb2,SpinAxis3dSeamOrientationBallZAmb2,SpinAxis3dSeamOrientationBallXAmb4,SpinAxis3dSeamOrientationBallYAmb4,SpinAxis3dSeamOrientationBallAngleHorizontalAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb1,SpinAxis3dSeamOrientationBallXAmb1,SpinAxis3dSeamOrientationBallYAmb2,SpinAxis3dSeamOrientationBallAngleHorizontalAmb4,SpinAxis3dSeamOrientationBallAngleVerticalAmb4,SpinAxis3dSeamOrientationBallXAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb3,SpinAxis3dSeamOrientationBallAngleHorizontalAmb3,SpinAxis3dSeamOrientationBallXAmb3,SpinAxis3dSeamOrientationBallYAmb3,SpinAxis3dSeamOrientationBallZAmb3,SpinAxis3dSeamOrientationBallZAmb4
180,2026-06-18,18:46:40.65,1,1,"Kmatz, Zach",827297,Right,BRE_WHI,"Embury, Jon",810993,Right,HYA_HAR,Undefined,7,Top,0,0,0,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,90.62846,-0.928681,-1.288552,2042.912889,243.589044,2:00,5.42564,1.30939,6.69319,-23.68533,9.68095,17.13288,2.60233,1.55859,81.97072,-5.43772,1.835178,0.415743,,,,,,,,,,,,-9.56067,5.74315,-1.23018,50,5.35442,2.3211,-131.71538,-2.81189,-16.53442,32.03903,-22.24169,BRE_WHI,HYA_HAR,CCBLBrewster,Cape Cod Baseball League,CCBL,20260618-CCBLBrewster-1,92a868f0-6b67-11f1-bb15-89f1c00ac393,90.66276,,,8.65774,,,,,,,93573a9d-26bc-46cc-8648-aab8239aff84,2026-06-18,22:46:40.65,2026-06-18T18:46:40.6570000-04:00,2026-06-18T22:46:40.6570000Z,,v3,,,,"Jenkins, Owen",828215,Right,BRE_WHI,379293b5-cbcb-4349-98b6-507cbbf0c03b,53.80506,-132.63771,16.01951,5.42616,-2.1716,-11.12085,-1.30385,2.79708,-8.26721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,2026-06-18,18:46:56.66,1,2,"Kmatz, Zach",827297,Right,BRE_WHI,"Embury, Jon",810993,Right,HYA_HAR,Undefined,7,Top,0,1,0,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,82.13465,1.391403,-0.848314,2184.264292,93.500549,9:00,5.3088,1.62997,6.38988,-39.23396,2.71047,-16.54473,3.31945,-0.52906,72.99099,-6.003339,-3.844695,0.466132,,,,,,,,,,,,8.17949,1.44095,-1.56262,50,5.39184,2.40618,-119.01664,1.71057,11.32646,30.1958,-30.1787,BRE_WHI,HYA_HAR,CCBLBrewster,Cape Cod Baseball League,CCBL,20260618-CCBLBrewster-1,9c4001c0-6b67-11f1-bb15-89f1c00ac393,80.86222,,,9.14366,,,,,,,93573a9d-26bc-46cc-8648-aab8239aff84,2026-06-18,22:46:56.66,2026-06-18T18:46:56.6640000-04:00,2026-06-18T22:46:56.6640000Z,,v3,,,,"Jenkins, Owen",828215,Right,BRE_WHI,1e1e0481-8881-4ea8-8507-9294dbb9577f,54.10186,-120.05282,15.0979,5.31537,2.74616,-15.08935,-1.63852,2.01751,5.66323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,2026-06-18,18:47:11.60,1,3,"Kmatz, Zach",827297,Right,BRE_WHI,"Embury, Jon",810993,Right,HYA_HAR,Undefined,7,Top,0,1,1,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,81.91384,-1.71111,-2.673736,2197.305784,79.937685,8:45,5.2646,1.54985,6.51984,-42.75872,-0.13669,-11.41733,0.12927,-1.85651,72.48774,-9.717331,-4.747969,0.469882,,,,,,,,,,,,4.81229,1.22583,-1.3595,50,5.12825,5.95866,-118.46228,-4.8067,6.50246,32.95595,-30.51766,BRE_WHI,HYA_HAR,CCBLBrewster,Cape Cod Baseball League,CCBL,20260618-CCBLBrewster-1,a52820b0-6b67-11f1-bb15-89f1c00ac393,80.21688,,,9.4261,,,,,,,93573a9d-26bc-46cc-8648-aab8239aff84,2026-06-18,22:47:11.60,2026-06-18T18:47:11.6050000-04:00,2026-06-18T22:47:11.6050000Z,,v3,,,,"Jenkins, Owen",828215,Right,BRE_WHI,f9e714a3-3f09-4e3b-8088-8d7b834a7712,53.9714,-119.56201,16.47797,5.27165,-3.78833,-15.25883,-1.55472,5.74168,3.25123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,2026-06-18,18:47:25.93,1,4,"Kmatz, Zach",827297,Right,BRE_WHI,"Embury, Jon",810993,Right,HYA_HAR,Undefined,7,Top,0,2,1,Sinker,Sinker,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,91.44897,-2.268738,-2.319999,2120.697922,249.422523,2:15,5.40397,1.39957,6.90133,-23.88241,8.75934,20.19332,1.34455,0.96805,82.65728,-6.817728,1.376628,0.411205,,,,,,,,,,,,-11.43119,5.75579,-1.25907,50,5.25278,4.59727,-132.74679,-5.93249,-20.0563,32.85222,-22.07541,BRE_WHI,HYA_HAR,CCBLBrewster,Cape Cod Baseball League,CCBL,20260618-CCBLBrewster-1,adaa03c0-6b67-11f1-bb15-89f1c00ac393,91.66345,,,8.7917,,,,,,,93573a9d-26bc-46cc-8648-aab8239aff84,2026-06-18,22:47:25.93,2026-06-18T18:47:25.9330000-04:00,2026-06-18T22:47:25.9330000Z,,v3,,,,"Jenkins, Owen",828215,Right,BRE_WHI,d4cdc34d-0e3a-498b-a462-0d5268fbc537,53.59485,-133.63348,16.42611,5.40486,-5.33667,-11.03771,-1.39046,5.1386,-10.02815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,2026-06-18,18:47:43.19,1,5,"Kmatz, Zach",827297,Right,BRE_WHI,"Embury, Jon",810993,Right,HYA_HAR,Undefined,7,Top,0,2,2,Sinker,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,90.92747,-1.468349,-2.257918,2065.301617,250.650973,2:15,5.33889,1.44973,6.90742,-24.95419,8.11949,19.65166,1.92078,1.02996,81.89493,-6.229702,1.339367,0.413916,,,,,,,,,,,,-11.24642,5.1639,-1.31381,50,5.23791,4.4701,-132.0434,-4.08363,-19.44987,33.47619,-23.24349,BRE_WHI,HYA_HAR,CCBLBrewster,Cape Cod Baseball League,CCBL,20260618-CCBLBrewster-1,b7ee5750-6b67-11f1-bb15-89f1c00ac393,91.06296,,,9.03253,,,,,,,93573a9d-26bc-46cc-8648-aab8239aff84,2026-06-18,22:47:43.19,2026-06-18T18:47:43.1910000-04:00,2026-06-18T22:47:43.1910000Z,,v3,,,,"Jenkins, Owen",828215,Right,BRE_WHI,c91c3378-613f-4aab-ad14-9149232e7e7f,53.58965,-132.95035,16.73809,5.34002,-3.45391,-11.62175,-1.44205,4.99703,-9.72493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,2026-06-18,18:48:03.53,1,6,"Kmatz, Zach",827297,Right,BRE_WHI,"Embury, Jon",810993,Right,HYA_HAR,Undefined,7,Top,0,2,2,Cutter,Changeup,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,85.05053,-1.990828,-2.84466,1549.713231,216.46569,1:15,5.10327,1.47469,7.07469,-23.57257,13.76142,9.20776,1.32864,-0.34253,77.20705,-6.518185,-1.156037,0.439768,,,,,,,,,,,,-5.80855,8.37859,-1.30649,50,4.97612,5.81998,-123.47921,-4.85363,-8.86343,27.26305,-19.38893,BRE_WHI,HYA_HAR,CCBLBrewster,Cape Cod Baseball League,CCBL,20260618-CCBLBrewster-1,c416ad20-6b67-11f1-bb15-89f1c00ac393,85.70983,,,7.84348,,,,,,,93573a9d-26bc-46cc-8648-aab8239aff84,2026-06-18,22:48:03.53,2026-06-18T18:48:03.5320000-04:00,2026-06-18T22:48:03.5320000Z,,v3,,,,"Jenkins, Owen",828215,Right,BRE_WHI,66daecd9-775b-4aa6-8e08-6ade9c06140d,53.42099,-124.23223,13.63153,5.10279,-4.31809,-9.69447,-1.47062,6.0648,-4.43172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.66399,2.614709,1.090099,1.524609,0.39383,1.21082,0.36287,-5.01287,5.13839,2.18432,72.79082,4.67748,52.00094,-4.94376,55.23931,-2.79658,5.25579,22.39823,-14.95271,2.27521,37.02896,-2.90435,High,High,High,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,2026-06-18,18:48:29.62,2,1,"Kmatz, Zach",827297,Right,BRE_WHI,"Bates, Charlie",807287,Left,HYA_HAR,Undefined,7,Top,1,0,0,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,91.46446,-0.547098,-2.381567,2026.230008,254.56447,2:30,5.27307,1.58756,6.77154,-25.11037,7.69489,23.54612,2.68054,1.37387,82.36044,-5.329818,1.915842,0.412233,,,,,,,,,,,,-13.11887,4.6176,-1.4392,50,5.22813,4.5786,-132.81766,-2.00473,-23.00336,33.32353,-24.07728,BRE_WHI,HYA_HAR,CCBLBrewster,Cape Cod Baseball League,CCBL,20260618-CCBLBrewster-1,d3a5ad90-6b67-11f1-bb15-89f1c00ac393,91.43475,,,9.10402,,,,,,,93573a9d-26bc-46cc-8648-aab8239aff84,2026-06-18,22:48:29.62,2026-06-18T18:48:29.6250000-04:00,2026-06-18T22:48:29.6250000Z,,v3,,,,"Jenkins, Owen",828215,Right,BRE_WHI,a6080c34-2a46-4750-9d2f-3d0c55ee562b,53.72443,-133.74884,16.66177,5.27475,-1.33193,-12.03864,-1.57612,5.2214,-11.50168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,2026-06-18,18:48:44.88,2,2,"Kmatz, Zach",827297,Right,BRE_WHI,"Bates, Charlie",807287,Left,HYA_HAR,Undefined,7,Top,1,1,0,Sinker,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,91.50538,-0.408899,-2.820961,1950.213755,256.550396,2:30,5.11699,1.70406,7.06679,-26.55183,5.59776,18.86584,2.53263,0.71286,83.07092,-5.462513,0.640054,0.408093,,,,,,,,,,,,-10.9476,3.45059,-1.53933,50,5.08412,5.85749,-133.00832,-1.69585,-19.41452,31.20684,-26.05473,BRE_WHI,HYA_HAR,CCBLBrewster,Cape Cod Baseball League,CCBL,20260618-CCBLBrewster-1,dcb88600-6b67-11f1-bb15-89f1c00ac393,92.36239,,,8.43446,,,,,,,93573a9d-26bc-46cc-8648-aab8239aff84,2026-06-18,22:48:44.88,2026-06-18T18:48:44.8870000-04:00,2026-06-18T22:48:44.8870000Z,,v3,,,,"Jenkins, Owen",828215,Right,BRE_WHI,3749c47e-f4ba-497f-829a-3701b4746612,53.43105,-133.81091,15.60342,5.11911,-1.02577,-13.02737,-1.69639,6.3568,-9.70726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,2026-06-18,18:49:01.20,2,3,"Kmatz, Zach",827297,Right,BRE_WHI,"Bates, Charlie",807287,Left,HYA_HAR,Undefined,7,Top,1,1,1,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,92.84246,-2.079762,-2.43862,2060.367742,205.81798,12:45,5.4396,1.53969,6.8906,-10.63871,21.58383,9.79288,2.65578,0.13278,82.21381,-4.259546,-0.649622,0.408556,,,,,,,,,,,,-6.04197,12.53776,-1.38815,50,5.30334,5.32384,-134.48652,-5.02235,-10.69954,38.14851,-9.97129,BRE_WHI,HYA_HAR,CCBLBrewster,Cape Cod Baseball League,CCBL,20260618-CCBLBrewster-1,e673d370-6b67-11f1-bb15-89f1c00ac393,92.25781,,,10.62865,,,,,,,93573a9d-26bc-46cc-8648-aab8239aff84,2026-06-18,22:49:01.20,2026-06-18T18:49:01.2090000-04:00,2026-06-18T22:49:01.2090000Z,,v3,,,,"Jenkins, Owen",828215,Right,BRE_WHI,b0e7aa55-200b-4cd3-91cd-52a34c174010,53.59991,-135.50382,19.07426,5.43373,-4.75645,-4.98564,-1.53392,5.60917,-5.34977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,2026-06-18,18:49:16.26,2,4,"Kmatz, Zach",827297,Right,BRE_WHI,"Bates, Charlie",807287,Left,HYA_HAR,Undefined,7,Top,1,1,2,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,86.50481,-0.742845,-1.980309,1528.070031,268.493884,3:00,4.84033,2.10914,7.05858,-34.84876,1.89307,15.85666,1.26125,1.63151,77.18805,-7.371478,0.933183,0.436266,,,,,,,,,,,,-9.13981,1.7652,-1.99339,50,4.78553,3.75875,-125.54294,-2.60216,-14.11125,33.13049,-29.44869,BRE_WHI,HYA_HAR,CCBLBrewster,Cape Cod Baseball League,CCBL,20260618-CCBLBrewster-1,ef70b2e0-6b67-11f1-bb15-89f1c00ac393,86.39775,,,9.31677,,,,,,,93573a9d-26bc-46cc-8648-aab8239aff84,2026-06-18,22:49:16.26,2026-06-18T18:49:16.2650000-04:00,2026-06-18T22:49:16.2650000Z,,v3,,,,"Jenkins, Owen",828215,Right,BRE_WHI,23f8166d-2987-43d9-81de-3b1033d62d9e,53.43499,-126.44617,16.56524,4.84553,-1.7993,-14.72434,-2.10111,4.14346,-7.05563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,2026-06-18,18:49:34.34,2,5,"Kmatz, Zach",827297,Right,BRE_WHI,"Bates, Charlie",807287,Left,HYA_HAR,Undefined,7,Top,1,2,2,Fastball,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,91.59078,-1.1105,-2.276399,2011.521649,223.765562,1:30,5.44032,1.63774,7.00359,-18.52257,14.13331,12.32682,2.88636,0.59452,81.85374,-4.72309,-0.018036,0.411294,74.94803,41.499882,-46.242719,4327.588532,67.80294,69.74728,-86.61834,254.65974,101.90855,-58.263263,4.371759,-7.36095,8.28997,-1.50169,50,5.36595,4.81267,-132.92433,-3.02246,-12.83125,35.31985,-17.72342,BRE_WHI,HYA_HAR,CCBLBrewster,Cape Cod Baseball League,CCBL,20260618-CCBLBrewster-1,fa361d50-6b67-11f1-bb15-89f1c00ac393,91.64356,73.29308,,9.73704,,,,0.74302,3.13423,-0.68136,93573a9d-26bc-46cc-8648-aab8239aff84,2026-06-18,22:49:34.34,2026-06-18T18:49:34.3460000-04:00,2026-06-18T22:49:34.3460000Z,FlyBall,v3,,,,"Jenkins, Owen",828215,Right,BRE_WHI,33b23154-87ec-48f8-b535-e92091a9693f,53.49053,-133.8486,17.65993,5.43898,-2.55867,-8.86171,-1.63202,5.14845,-6.41562,,0.74071,57.00059,-12.87945,3.72722,-1.40203,0.55716,-0.1607,0.02544,-0.0016,3.1352,72.81297,-21.61908,1.71439,-0.11489,-0.07043,0.02762,-0.00348,0.00012,-0.68318,-59.42247,3.26691,0.02036,-0.26917,0.11399,-0.02039,0.00097,7E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,2026-06-18,18:49:56.74,2,6,"Kmatz, Zach",827297,Right,BRE_WHI,"Bates, Charlie",807287,Left,HYA_HAR,Undefined,7,Top,1,2,2,Curveball,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,83.54538,-1.291985,-1.788587,2211.451121,100.795596,9:15,5.11095,1.82666,6.56265,-35.94707,3.73449,-12.1189,0.93016,-0.82345,75.71426,-8.020676,-3.992607,0.453384,,,,,,,,,,,,5.78847,2.79957,-1.69881,50,5.00713,4.22285,-121.27678,-3.77943,8.44958,28.11663,-28.08745,BRE_WHI,HYA_HAR,CCBLBrewster,Cape Cod Baseball League,CCBL,20260618-CCBLBrewster-1,0793bed0-6b68-11f1-bb15-89f1c00ac393,83.13586,,,7.83111,,,,,,,93573a9d-26bc-46cc-8648-aab8239aff84,2026-06-18,22:49:56.74,2026-06-18T18:49:56.7420000-04:00,2026-06-18T22:49:56.7420000Z,,v3,,,,"Jenkins, Owen",828215,Right,BRE_WHI,1669886a-53e3-4958-9d58-b8ddf749304b,53.9338,-122.18538,14.05831,5.1146,-2.87177,-14.04372,-1.83086,3.9498,4.22479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,2026-06-18,18:50:12.82,2,7,"Kmatz, Zach",827297,Right,BRE_WHI,"Bates, Charlie",807287,Left,HYA_HAR,Undefined,7,Top,1,3,2,Fastball,Sinker,BallCalled,Walk,Undefined,Undefined,0,0,,92.30727,-2.662315,-3.796986,2115.250721,241.042441,2:00,5.23355,1.73072,7.03162,-21.14985,10.42859,16.98064,1.04512,-0.30908,84.33094,-6.696472,-0.68803,0.404452,,,,,,,,,,,,-10.19508,6.65926,-1.50483,50,5.06458,8.26857,-133.95387,-6.80666,-18.45755,29.9092,-20.11794,BRE_WHI,HYA_HAR,CCBLBrewster,Cape Cod Baseball League,CCBL,20260618-CCBLBrewster-1,11211e70-6b68-11f1-bb15-89f1c00ac393,93.19391,,,7.97633,,,,,,,93573a9d-26bc-46cc-8648-aab8239aff84,2026-06-18,22:50:12.82,2026-06-18T18:50:12.8230000-04:00,2026-06-18T22:50:12.8230000Z,,v3,,,,"Jenkins, Owen",828215,Right,BRE_WHI,00bea040-e4c7-4d5d-9928-e4222f4ef745,53.46687,-134.72573,14.9546,5.23354,-6.28748,-10.05897,-1.72436,8.7449,-9.22877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,2026-06-18,18:50:40.47,3,1,"Kmatz, Zach",827297,Right,BRE_WHI,"Hawsey, Trey",842078,Left,HYA_HAR,Undefined,7,Top,1,0,0,Sinker,Sinker,InPlay,Undefined,LineDrive,Single,0,0,,91.46988,-0.816305,-2.340034,2008.4839,250.269028,2:15,5.1817,1.43335,6.9806,-23.28332,9.3489,22.67127,2.49837,1.19329,82.1369,-5.287786,1.814179,0.411145,77.46638,19.47518,-22.423851,3109.020312,98.95088,26.09023,-48.04892,234.44645,234.44645,-28.798954,2.728788,-12.81363,5.62166,-1.29503,50,5.12367,4.5551,-132.84013,-2.52495,-22.39596,34.25675,-22.34836,BRE_WHI,HYA_HAR,CCBLBrewster,Cape Cod Baseball League,CCBL,20260618-CCBLBrewster-1,219e7680-6b68-11f1-bb15-89f1c00ac393,91.67684,26.41003,,9.33298,,,,0.15243,2.47424,-1.16099,93573a9d-26bc-46cc-8648-aab8239aff84,2026-06-18,22:50:40.47,2026-06-18T18:50:40.4720000-04:00,2026-06-18T22:50:40.4720000Z,LineDrive,v3,,,,"Jenkins, Owen",828215,Right,BRE_WHI,322e4ed8-e5b5-4d23-a707-000adba7f143,53.51535,-133.74359,17.12838,5.18249,-1.93555,-11.17418,-1.42295,5.14576,-11.19798,132.350967,0.15243,99.01788,-13.54948,2.70011,-0.43504,0.00918,0.02346,-0.00736,0.0008,2.47425,37.87784,-15.83206,0.82012,-0.20706,0.10624,-0.04293,0.01043,-0.00105,-1.16103,-40.85755,-0.36183,0.25841,-0.07781,0.01134,-0.00033,-0.00012,1E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,2026-06-18,18:51:38.39,4,1,"Kmatz, Zach",827297,Right,BRE_WHI,"Lodise, Jordan",838363,Right,HYA_HAR,Undefined,7,Top,1,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,91.77737,-1.042032,-0.63293,2102.373951,223.711702,1:30,5.50816,0.98832,6.92493,-19.0804,13.07824,11.44851,2.96928,1.3661,83.14671,-4.72042,1.463784,0.40815,,,,,,,,,,,,-6.27516,7.61532,-0.95196,50,5.43613,1.03797,-133.42874,-2.91559,-11.17707,31.91935,-18.60989,BRE_WHI,HYA_HAR,CCBLBrewster,Cape Cod Baseball League,CCBL,20260618-CCBLBrewster-1,44245a80-6b68-11f1-bb15-89f1c00ac393,92.34939,,,8.63066,,,,,,,93573a9d-26bc-46cc-8648-aab8239aff84,2026-06-18,22:51:38.39,2026-06-18T18:51:38.3920000-04:00,2026-06-18T22:51:38.3920000Z,,v3,,,,"Jenkins, Owen",828215,Right,BRE_WHI,1a7eb782-c7d3-49f8-a481-ee902d2cba88,53.57081,-134.28025,15.95967,5.50728,-2.41913,-9.30494,-0.98362,1.33614,-5.58853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,High,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,2026-06-18,18:51:54.10,4,2,"Kmatz, Zach",827297,Right,BRE_WHI,"Lodise, Jordan",838363,Right,HYA_HAR,Undefined,7,Top,1,1,0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,90.87436,-2.845977,-3.149826,1945.051585,225.528369,1:30,5.54006,1.32237,6.74606,-14.58946,19.03225,18.02773,1.71827,-0.05573,81.1776,-5.727004,0.13392,0.417331,,,,,,,,,,,,-10.54764,11.4002,-1.12103,50,5.34676,6.51812,-131.58887,-6.85575,-18.03031,34.44854,-12.68633,BRE_WHI,HYA_HAR,CCBLBrewster,Cape Cod Baseball League,CCBL,20260618-CCBLBrewster-1,4d84b6b0-6b68-11f1-bb15-89f1c00ac393,90.31776,,,9.69676,,,,,,,93573a9d-26bc-46cc-8648-aab8239aff84,2026-06-18,22:51:54.10,2026-06-18T18:51:54.1050000-04:00,2026-06-18T22:51:54.1050000Z,,v3,,,,"Jenkins, Owen",828215,Right,BRE_WHI,aeddd745-c4c9-435e-ae26-de361508803d,53.74764,-132.56633,17.22427,5.53618,-6.49579,-6.34317,-1.31324,7.02972,-9.01516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
