PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,SpinAxis3dVectorX,SpinAxis3dVectorY,SpinAxis3dVectorZ,SpinAxis3dConfidence,SpinAxis3dSeamOrientationRotationX,SpinAxis3dSeamOrientationRotationY,SpinAxis3dSeamOrientationRotationZ,SpinAxis3dSeamOrientationBallYAmb1,SpinAxis3dSeamOrientationBallAngleHorizontalAmb1,SpinAxis3dSeamOrientationBallZAmb1,SpinAxis3dSeamOrientationBallAngleVerticalAmb2,SpinAxis3dSeamOrientationBallZAmb2,SpinAxis3dSeamOrientationBallXAmb4,SpinAxis3dSeamOrientationBallYAmb4,SpinAxis3dSeamOrientationBallAngleHorizontalAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb1,SpinAxis3dSeamOrientationBallXAmb1,SpinAxis3dSeamOrientationBallYAmb2,SpinAxis3dSeamOrientationBallAngleHorizontalAmb4,SpinAxis3dSeamOrientationBallAngleVerticalAmb4,SpinAxis3dSeamOrientationBallXAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb3,SpinAxis3dSeamOrientationBallAngleHorizontalAmb3,SpinAxis3dSeamOrientationBallXAmb3,SpinAxis3dSeamOrientationBallYAmb3,SpinAxis3dSeamOrientationBallZAmb3,SpinAxis3dSeamOrientationBallZAmb4
142,2026-06-13,19:18:39,2,4,"Nuanez, Johnny",840557,Right,BRE_WHI,"Kirk, Taylor",1000367095,Right,HYA_HAR,Undefined,5,Bottom,1,3,0,Undefined,Sinker,BallCalled,Walk,Undefined,Undefined,0,0,,89.67048,-1.016964,-2.181472,2506.187788,231.00101,1:45,5.18283,1.47869,5.65754,-18.44761,17.38206,19.75674,2.69636,1.08973,80.16551,-4.546435,1.347453,0.430817,,,,,,,,,,,,-10.6717,9.52662,-1.30637,50,5.08538,4.04544,-129.83524,-2.86117,-17.81239,32.80173,-16.27296,HYA_HAR,BRE_WHI,CCBLHyannis,Cape Cod Baseball League,CCBL,20260613-CCBLHyannis-1,362fd280-677e-11f1-adad-bdfaa9ccbfbc,87.49058,,,9.50498,,,,,,,660b2262-afb1-47aa-9c52-57ff46a98290,2026-06-13,23:18:39,2026-06-13T19:18:39.2414208-04:00,2026-06-13T23:18:39.2414208Z,,v3,,,,"Jenkins, Owen",10073432,Right,BRE_WHI,058212c0-aaaf-4284-bad6-5e3de2f1c312,54.83725,-131.05163,16.40086,5.1803,-2.25772,-8.13648,-1.46864,4.70598,-8.90619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,233.09686,10.941567,2460.628474,0.981821,1:45,-0.198157,-0.78836,-0.582428,,-27.703055,20.81006,39.60107,0.064801,156.036967,-0.911887,23.90952,0.911887,-0.405293,-0.064801,4.064779,3.715454,0.405293,0.405293,-156.036967,-3.715454,0.064801,-23.90952,-4.064779,-0.064801,-0.405293,0.911887,-0.911887
143,2026-06-13,19:19:12,3,1,"Nuanez, Johnny",840557,Right,BRE_WHI,"Miller, Caden",832296,Left,HYA_HAR,Undefined,5,Bottom,1,0,0,Undefined,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,89.78081,-0.271582,-2.172854,2463.467563,223.883581,1:30,5.2953,1.65455,5.56498,-17.36497,18.59477,16.52438,3.59432,1.00076,79.95601,-3.614215,0.77271,0.431598,,,,,,,,,,,,-9.01871,9.84725,-1.47786,50,5.26092,4.16338,-129.93146,-1.12584,-15.03803,33.46851,-15.75453,HYA_HAR,BRE_WHI,CCBLHyannis,Cape Cod Baseball League,CCBL,20260613-CCBLHyannis-1,49c40780-677e-11f1-adad-bdfaa9ccbfbc,87.33225,,,9.82479,,,,,,,660b2262-afb1-47aa-9c52-57ff46a98290,2026-06-13,23:19:12,2026-06-13T19:19:12.0810496-04:00,2026-06-13T23:19:12.0810496Z,,v3,,,,"Jenkins, Owen",10073432,Right,BRE_WHI,b601ba6b-46f6-4f93-829d-29a521df5fbb,54.92846,-131.19482,16.73426,5.29219,-0.53114,-7.87726,-1.64573,4.73103,-7.51901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,232.77347,17.929336,2343.833959,0.951437,1:45,-0.325854,-0.759032,-0.563639,,-23.73547,30.223353,39.820082,-0.002909,159.353557,-0.93577,-20.646352,0.93577,-0.352599,0.002909,0.178116,-0.166676,0.352599,-0.352599,-159.353557,0.166676,0.002909,20.646352,-0.178116,-0.002909,0.352599,0.93577,-0.93577
144,2026-06-13,19:19:32,3,2,"Nuanez, Johnny",840557,Right,BRE_WHI,"Miller, Caden",832296,Left,HYA_HAR,Undefined,5,Bottom,1,1,0,Undefined,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,89.53027,-2.391582,-2.779921,2417.3926,231.970955,1:45,5.18355,1.49377,5.61032,-22.11218,13.72111,15.85792,1.10465,0.21846,80.77023,-6.539821,0.049922,0.430839,,,,,,,,,,,,-8.95032,8.10189,-1.26663,50,4.96488,5.59417,-129.59392,-6.15402,-14.98683,30.97252,-18.60787,HYA_HAR,BRE_WHI,CCBLHyannis,Cape Cod Baseball League,CCBL,20260613-CCBLHyannis-1,55b48470-677e-11f1-adad-bdfaa9ccbfbc,87.48616,,,8.76004,,,,,,,660b2262-afb1-47aa-9c52-57ff46a98290,2026-06-13,23:19:32,2026-06-13T19:19:32.0825856-04:00,2026-06-13T23:19:32.0825856Z,,v3,,,,"Jenkins, Owen",10073432,Right,BRE_WHI,3c560341-7041-4f33-a60e-6c453af8fb35,54.88716,-130.75673,15.48626,5.18281,-5.45543,-9.30393,-1.48722,6.15681,-7.49342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,233.981454,6.608638,2401.330059,0.993355,1:45,-0.109694,-0.807555,-0.579502,,-31.871667,15.295676,50.889429,-0.031688,148.738486,-0.854378,-31.244047,0.854378,-0.518684,0.031688,2.124084,-1.815907,0.518684,-0.518684,-148.738486,1.815907,0.031688,31.244047,-2.124084,-0.031688,0.518684,0.854378,-0.854378
145,2026-06-13,19:19:53,3,3,"Nuanez, Johnny",840557,Right,BRE_WHI,"Miller, Caden",832296,Left,HYA_HAR,Undefined,5,Bottom,1,2,0,Undefined,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,89.91057,-0.428781,-3.660391,2437.894044,234.484204,1:45,5.20596,1.59816,5.68342,-22.19419,13.1867,16.68462,2.95595,-0.42803,80.97292,-4.609226,-0.684551,0.42811,,,,,,,,,,,,-9.60052,7.19315,-1.30018,50,5.15616,7.58251,-130.16482,-1.70939,-16.24828,30.76996,-20.00007,HYA_HAR,BRE_WHI,CCBLHyannis,Cape Cod Baseball League,CCBL,20260613-CCBLHyannis-1,6262fa30-677e-11f1-adad-bdfaa9ccbfbc,88.04376,,,8.93765,,,,,,,660b2262-afb1-47aa-9c52-57ff46a98290,2026-06-13,23:19:53,2026-06-13T19:19:53.3764096-04:00,2026-06-13T23:19:53.3764096Z,,v3,,,,"Jenkins, Owen",10073432,Right,BRE_WHI,dacd2831-7f2c-4d21-9262-0762f8ce93c5,54.81336,-131.29773,15.38498,5.20554,-0.97301,-10.00003,-1.59038,8.18075,-8.12414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,231.997465,12.413838,2380.897028,0.97662,1:45,-0.247168,-0.771148,-0.586719,,-18.203872,20.445403,54.923352,-0.026721,148.698262,-0.854138,-31.289299,0.854138,-0.51936,0.026721,1.791878,-1.531193,0.51936,-0.51936,-148.698262,1.531193,0.026721,31.289299,-1.791878,-0.026721,0.51936,0.854138,-0.854138
146,2026-06-13,19:20:14,3,4,"Nuanez, Johnny",840557,Right,BRE_WHI,"Miller, Caden",832296,Left,HYA_HAR,Undefined,5,Bottom,1,2,1,Undefined,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,90.17344,-1.335324,-3.489687,2474.620536,232.959111,1:45,5.29472,1.42284,5.59475,-21.22344,14.16044,17.02462,2.27681,-0.42068,81.09103,-5.336172,-0.456648,0.428129,,,,,,,,,,,,-9.71693,7.96784,-1.13457,50,5.16659,7.18686,-130.48416,-3.7494,-16.4852,31.54642,-18.65629,HYA_HAR,BRE_WHI,CCBLHyannis,Cape Cod Baseball League,CCBL,20260613-CCBLHyannis-1,6e735b30-677e-11f1-adad-bdfaa9ccbfbc,88.04,,,9.08241,,,,,,,660b2262-afb1-47aa-9c52-57ff46a98290,2026-06-13,23:20:14,2026-06-13T19:20:13.5830016-04:00,2026-06-13T23:20:13.5830016Z,,v3,,,,"Jenkins, Owen",10073432,Right,BRE_WHI,be578c0f-8cd2-4ee2-bfe2-c6a8438c8acc,54.9017,-131.66388,15.77321,5.29376,-3.05172,-9.32815,-1.41486,7.80335,-8.2426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,231.159281,11.518857,2424.779291,0.979859,1:45,-0.218919,-0.767651,-0.602317,,-26.687379,17.390198,50.756495,-0.074369,148.599011,-0.851178,-31.304186,0.851178,-0.519582,0.074369,4.993351,-4.264963,0.519582,-0.519582,-148.599011,4.264963,0.074369,31.304186,-4.993351,-0.074369,0.519582,0.851178,-0.851178
147,2026-06-13,19:20:52,3,5,"Nuanez, Johnny",840557,Right,BRE_WHI,"Miller, Caden",832296,Left,HYA_HAR,Undefined,5,Bottom,1,2,2,Undefined,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,92.52512,-0.746784,-3.924285,2599.448565,231.798698,1:45,5.19202,1.41985,5.80098,-16.67127,16.71847,19.65879,3.10652,-0.59748,82.95652,-3.946957,-0.411773,0.41589,,,,,,,,,,,,-11.20107,9.09044,-1.10848,50,5.12075,8.27547,-133.87774,-2.24597,-19.98903,33.4121,-15.95158,HYA_HAR,BRE_WHI,CCBLHyannis,Cape Cod Baseball League,CCBL,20260613-CCBLHyannis-1,8516cc00-677e-11f1-adad-bdfaa9ccbfbc,90.63087,,,9.56861,,,,,,,660b2262-afb1-47aa-9c52-57ff46a98290,2026-06-13,23:20:52,2026-06-13T19:20:51.6184064-04:00,2026-06-13T23:20:51.6184064Z,,v3,,,,"Jenkins, Owen",10073432,Right,BRE_WHI,c45603b0-b0fc-4f48-8441-d692e8b8b2a1,54.69477,-135.04434,16.70605,5.18944,-1.68902,-7.97579,-1.4096,8.97339,-9.99451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,231.687656,10.822679,2553.212183,0.982213,1:45,-0.218966,-0.773068,-0.595331,,-36.898379,15.2087,30.445466,0.008161,156.182453,-0.914806,23.816705,0.914806,-0.403812,-0.008161,0.511126,0.467599,0.403812,0.403812,-156.182453,-0.467599,0.008161,-23.816705,-0.511126,-0.008161,-0.403812,0.914806,-0.914806
148,2026-06-13,19:21:13,3,6,"Nuanez, Johnny",840557,Right,BRE_WHI,"Miller, Caden",832296,Left,HYA_HAR,Undefined,5,Bottom,1,3,2,Undefined,Sinker,FoulBallFieldable,Undefined,Undefined,Undefined,1,0,,91.01815,-0.037154,-1.924229,2510.003111,241.326936,2:00,5.19743,1.43811,5.4885,-22.41733,12.32477,20.23981,3.29454,1.32392,81.90099,-4.243826,1.680273,0.424228,70.2534,61.523686,-36.393851,4839.320259,68.39961,96.69668,-86.14793,166.12821,86.11948,-52.998519,5.023986,-10.8117,6.58166,-1.28367,50,5.17938,3.50108,-131.91693,-0.8667,-18.75367,32.15862,-20.75768,HYA_HAR,BRE_WHI,CCBLHyannis,Cape Cod Baseball League,CCBL,20260613-CCBLHyannis-1,91d6f500-677e-11f1-adad-bdfaa9ccbfbc,88.84948,103.28937,,9.11716,,,,0.75847,3.25271,-1.31815,660b2262-afb1-47aa-9c52-57ff46a98290,2026-06-13,23:21:13,2026-06-13T19:21:13.0195456-04:00,2026-06-13T23:21:13.0195456Z,Popup,v3,,,,"Jenkins, Owen",10073432,Right,BRE_WHI,8a4329f9-a39c-4527-85fd-233334752ad8,55.00891,-133.1324,16.07931,5.19731,-0.08214,-10.37884,-1.42939,4.2099,-9.37683,153.256357,0.7642,39.35084,-10.38094,0.78518,1.79379,-1.14409,0.32033,-0.0432,0.00227,3.23949,90.8238,-25.45001,3.89954,-1.39955,0.38642,-0.0593,0.0039,-5.00E-05,-1.31054,-29.33315,0.3147,-0.97362,1.32962,-0.7028,0.18695,-0.02468,0.00128,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,,232.84467,7.894882,2486.212643,0.990522,1:45,-0.156855,-0.789536,-0.593321,,-35.423591,11.352847,47.393333,-0.073944,146.054671,-0.8273,-33.839813,0.8273,-0.556873,0.073944,5.10752,-4.240548,0.556873,-0.556873,-146.054671,4.240548,0.073944,33.839813,-5.10752,-0.073944,0.556873,0.8273,-0.8273
149,2026-06-13,19:21:59,3,7,"Nuanez, Johnny",840557,Right,BRE_WHI,"Head, John Paul",1000358496,Right,HYA_HAR,Undefined,5,Bottom,2,0,0,Undefined,Curveball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,77.15153,0.467034,0.133114,2133.524104,100.83206,9:15,5.15334,1.52971,4.85588,-45.34337,4.63807,-14.07205,1.81682,0.48304,69.21347,-7.809867,-2.347141,0.508834,,,,,,,,,,,,6.98016,2.65736,-1.53008,50,5.1614,0.32823,-111.61474,-0.67728,8.58178,24.84287,-28.90696,HYA_HAR,BRE_WHI,CCBLHyannis,Cape Cod Baseball League,CCBL,20260613-CCBLHyannis-1,ad5a6a00-677e-11f1-adad-bdfaa9ccbfbc,74.07615,,,7.93805,,,,,,,660b2262-afb1-47aa-9c52-57ff46a98290,2026-06-13,23:21:59,2026-06-13T19:21:59.0712320-04:00,2026-06-13T23:21:59.0712320Z,,v3,,,,"Jenkins, Owen",10073432,Right,BRE_WHI,3ee48e50-4047-4bfa-8bc4-37eeb2c78330,55.63981,-112.86305,12.42144,5.15894,0.77525,-14.45348,-1.53573,-0.10299,4.29089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,52.218351,71.639884,672.035447,0.314988,7:45,-0.947481,0.25668,0.190778,,-3.65424,36.976556,52.577939,-0.911227,91.867671,-0.013425,-24.31084,0.013425,-0.411687,0.911227,89.155959,-65.675401,0.411687,-0.411687,-91.867671,65.675401,0.911227,24.31084,-89.155959,-0.911227,0.411687,0.013425,-0.013425
150,2026-06-13,19:22:19,3,8,"Nuanez, Johnny",840557,Right,BRE_WHI,"Head, John Paul",1000358496,Right,HYA_HAR,Undefined,5,Bottom,2,0,1,Undefined,Curveball,BallCalled,Undefined,Undefined,StolenBase,0,0,,76.7315,0.109986,-1.799795,2181.064555,94.796265,9:15,5.28111,1.39239,5.09403,-47.1568,3.19292,-14.19662,1.45508,-1.48736,68.75966,-8.511123,-4.310074,0.510705,,,,,,,,,,,,6.43571,2.05906,-1.21044,50,5.25498,4.05468,-110.96833,-1.37663,7.77728,25.56094,-29.68575,HYA_HAR,BRE_WHI,CCBLHyannis,Cape Cod Baseball League,CCBL,20260613-CCBLHyannis-1,b9367490-677e-11f1-adad-bdfaa9ccbfbc,73.80475,,,7.97184,,,,,,,660b2262-afb1-47aa-9c52-57ff46a98290,2026-06-13,23:22:19,2026-06-13T19:22:19.0130000-04:00,2026-06-13T23:22:19.0130000Z,,v3,,,,"Jenkins, Owen",10073432,Right,BRE_WHI,dd0af5f0-1c7c-450f-8116-c174bcfce6dd,55.40239,-112.20584,12.78047,5.28683,0.06058,-14.84288,-1.39763,3.67815,3.88864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.6795,2.073668,0.826573,1.247095,2.77688,1.65627,1.3856,-0.08913,5.94712,2.35713,127.28861,7.63246,7.64994,0.17979,114.71436,-10.20204,5.97833,15.99843,-11.75615,2.25119,0.83411,2.78192,High,High,High,,,High,High,High,48.029856,68.374353,803.81107,0.368541,7:30,-0.920885,0.275792,0.275517,,-5.368704,58.944121,57.719269,-0.369496,90.476903,-0.007734,-68.31046,0.007734,-0.9292,0.369496,88.800844,-21.684549,0.9292,-0.9292,-90.476903,21.684549,0.369496,68.31046,-88.800844,-0.369496,0.9292,0.007734,-0.007734
151,2026-06-13,19:22:50,3,9,"Nuanez, Johnny",840557,Right,BRE_WHI,"Head, John Paul",1000358496,Right,HYA_HAR,Undefined,5,Bottom,2,1,1,Undefined,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,75.40682,1.332956,-1.125905,2149.163426,92.549163,9:00,5.19325,1.51494,5.14755,-49.18605,2.79158,-16.64367,2.34983,-0.93218,67.47281,-7.687639,-4.071296,0.518895,,,,,,,,,,,,7.8393,1.50272,-1.39626,50,5.28083,2.81019,-109.06299,0.90368,9.16517,24.42257,-30.41719,HYA_HAR,BRE_WHI,CCBLHyannis,Cape Cod Baseball League,CCBL,20260613-CCBLHyannis-1,cbcdd300-677e-11f1-adad-bdfaa9ccbfbc,72.63979,,,7.934,,,,,,,660b2262-afb1-47aa-9c52-57ff46a98290,2026-06-13,23:22:50,2026-06-13T19:22:50.1647360-04:00,2026-06-13T23:22:50.1647360Z,,v3,,,,"Jenkins, Owen",10073432,Right,BRE_WHI,d49bae44-0ee0-465e-8078-4ecc8f1bb548,55.3476,-110.25398,12.21128,5.20059,2.38701,-15.2086,-1.5224,2.36324,4.58259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,50.192392,63.727297,951.314379,0.442644,7:45,-0.882805,0.360806,0.300791,,-8.174712,71.104036,48.129484,-0.918404,101.098653,-0.076161,-22.845325,0.076161,-0.388245,0.918404,85.25944,-66.693831,0.388245,-0.388245,-101.098653,66.693831,0.918404,22.845325,-85.25944,-0.918404,0.388245,0.076161,-0.076161
152,2026-06-13,19:23:06,3,10,"Nuanez, Johnny",840557,Right,BRE_WHI,"Head, John Paul",1000358496,Right,HYA_HAR,Undefined,5,Bottom,2,1,2,Undefined,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,93.25492,-0.598097,-2.444935,2607.960928,224.617296,1:30,5.32155,1.37465,5.75983,-14.82111,18.21686,16.70938,3.52924,0.49,83.16937,-3.474799,0.54385,0.413693,,,,,,,,,,,,-9.25032,9.79524,-1.18182,50,5.26317,4.97668,-135.00946,-1.82583,-16.68024,35.70523,-14.51113,HYA_HAR,BRE_WHI,CCBLHyannis,Cape Cod Baseball League,CCBL,20260613-CCBLHyannis-1,d53756f0-677e-11f1-adad-bdfaa9ccbfbc,91.11213,,,10.08555,,,,,,,660b2262-afb1-47aa-9c52-57ff46a98290,2026-06-13,23:23:06,2026-06-13T19:23:06.0535296-04:00,2026-06-13T23:23:06.0535296Z,,v3,,,,"Jenkins, Owen",10073432,Right,BRE_WHI,1d57b835-b425-4bf2-bb70-22734f029854,54.73413,-136.25572,17.85262,5.31806,-1.31933,-7.25556,-1.36569,5.55889,-8.34012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,228.502413,12.120915,2549.820748,0.977707,1:30,-0.229771,-0.734438,-0.638597,,-28.726552,11.772488,37.039466,0.031108,151.130765,-0.8753,28.853948,0.8753,-0.482579,-0.031108,2.035402,1.782625,0.482579,0.482579,-151.130765,-1.782625,0.031108,-28.853948,-2.035402,-0.031108,-0.482579,0.8753,-0.8753
153,2026-06-13,19:23:26,3,11,"Nuanez, Johnny",840557,Right,BRE_WHI,"Head, John Paul",1000358496,Right,HYA_HAR,Undefined,5,Bottom,2,2,2,Undefined,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,92.41117,-0.67892,-3.526804,2577.490151,225.430992,1:30,5.26621,1.20753,5.76641,-15.76391,17.94048,16.87206,3.31948,-0.67292,82.35588,-3.729364,-0.512906,0.417844,,,,,,,,,,,,-9.69182,9.68957,-0.92523,50,5.20059,7.44558,-133.64936,-2.03402,-17.12742,34.96845,-15.05057,HYA_HAR,BRE_WHI,CCBLHyannis,Cape Cod Baseball League,CCBL,20260613-CCBLHyannis-1,e0db3a80-677e-11f1-adad-bdfaa9ccbfbc,90.20689,,,10.05528,,,,,,,660b2262-afb1-47aa-9c52-57ff46a98290,2026-06-13,23:23:26,2026-06-13T19:23:25.5674880-04:00,2026-06-13T23:23:25.5674880Z,,v3,,,,"Jenkins, Owen",10073432,Right,BRE_WHI,26601fc1-1037-42e4-b173-a32379cb40f3,54.72722,-134.88054,17.48422,5.26288,-1.50412,-7.52529,-1.19799,8.04861,-8.56371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,228.135516,15.465807,2484.158627,0.96379,1:30,-0.297218,-0.720868,-0.626108,,-31.789797,14.588436,27.320049,0.030598,155.302491,-0.908101,24.685172,0.908101,-0.417632,-0.030598,1.929805,1.753395,0.417632,0.417632,-155.302491,-1.753395,0.030598,-24.685172,-1.929805,-0.030598,-0.417632,0.908101,-0.908101
154,2026-06-13,19:23:45,3,12,"Nuanez, Johnny",840557,Right,BRE_WHI,"Head, John Paul",1000358496,Right,HYA_HAR,Undefined,5,Bottom,2,3,2,Undefined,Sinker,InPlay,Undefined,GroundBall,Single,0,0,,92.3799,-1.401627,-2.128169,2482.510528,231.608653,1:45,5.21722,1.21216,5.67732,-19.30162,14.47477,16.60887,2.30096,0.61138,82.55163,-5.06968,0.840094,0.418291,80.51968,-8.5991,-30.482373,,,,,16.80301,16.80301,-29.040999,0.128087,-9.19386,8.20737,-1.04349,50,5.08728,4.21547,-133.76022,-3.90445,-16.25562,35.32853,-17.66265,HYA_HAR,BRE_WHI,CCBLHyannis,Cape Cod Baseball League,CCBL,20260613-CCBLHyannis-1,ec2b7fd0-677e-11f1-adad-bdfaa9ccbfbc,90.11063,2.59418,,9.82827,,,,2.00259,2.59418,-0.73674,660b2262-afb1-47aa-9c52-57ff46a98290,2026-06-13,23:23:45,2026-06-13T19:23:44.5599232-04:00,2026-06-13T23:23:44.5599232Z,GroundBall,v3,,,,"Jenkins, Owen",10073432,Right,BRE_WHI,aed67b25-262e-403c-a114-3976b7a8f642,54.81918,-135.02706,17.66427,5.21594,-3.27109,-8.83133,-1.2051,4.79838,-8.12781,335.639042,2.00269,100.61825,-12.20599,,,,,,,2.59443,-17.68272,-20.09859,,,,,,,-0.73686,-59.22059,10.09262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Medium,,,,230.939213,8.554647,2454.891201,0.988874,1:45,-0.152977,-0.771248,-0.617879,,-30.718266,12.218134,48.22313,-0.037476,147.922317,-0.846734,-32.05246,0.846734,-0.530696,0.037476,2.53423,-2.147721,0.530696,-0.530696,-147.922317,2.147721,0.037476,32.05246,-2.53423,-0.037476,0.530696,0.846734,-0.846734
155,2026-06-13,19:25:28,4,1,"Nuanez, Johnny",840557,Right,BRE_WHI,"Hawsey, Trey",1000077439,Left,HYA_HAR,Undefined,5,Bottom,2,0,0,Undefined,Sinker,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,91.0621,-1.161588,-2.634263,2520.93998,234.464843,1:45,5.2595,1.35291,5.65062,-20.38226,14.22828,18.11769,2.47629,0.40403,81.80741,-5.016041,0.600557,0.423424,,,,,,,,,,,,-9.96859,7.95071,-1.14091,50,5.14831,5.23227,-131.86769,-3.34418,-17.25187,32.5285,-18.41437,HYA_HAR,BRE_WHI,CCBLHyannis,Cape Cod Baseball League,CCBL,20260613-CCBLHyannis-1,2a031a70-677f-11f1-adad-bdfaa9ccbfbc,89.0182,,,9.25468,,,,,,,660b2262-afb1-47aa-9c52-57ff46a98290,2026-06-13,23:25:28,2026-06-13T19:25:28.3179520-04:00,2026-06-13T23:25:28.3179520Z,,v3,,,,"Jenkins, Owen",10073432,Right,BRE_WHI,43907085-d9f4-4f4c-9cc2-9b91298064a1,54.84489,-133.05744,16.26425,5.25831,-2.67067,-9.20719,-1.34382,5.86327,-8.62594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,233.176368,8.426915,2493.722905,0.989204,1:45,-0.157577,-0.79465,-0.58626,,-21.165134,19.286207,46.099394,0.126731,153.02032,-0.883982,26.744746,0.883982,-0.450017,-0.126731,8.158535,7.280719,0.450017,0.450017,-153.02032,-7.280719,0.126731,-26.744746,-8.158535,-0.126731,-0.450017,0.883982,-0.883982
