stat_type,player_name,team,program_name,source_group,njcaa_region,state,col_1,yr,pos,gp,tc,po,a,e,pb,f,dp,sba,rcs,rcs_1,ci,source_url,scraped_at,ab,h,rbi,bb,2b,3b,hr,xbh,k,avg,obp,slg,hbp,sf,sh,hdp,go,fo,go_fo,pa,era,w,l,app,gs,sv,ip,r,er,k_9,whip,bf,wp,g,sb,cs,ops,gp_gs,tb,so,gdp,ob,sb_att,bio_link,w_l,app_gs,cg,sho,b_avg,bk,sfa,sha,c,fld,csb,no,gp_from_gp_gs,gs_from_gp_gs,app_from_app_gs,gs_from_app_gs,w_from_w_l,l_from_w_l,sb_from_sb_att,cs_from_sb_att,fpct,stats_team_name
fielding,Ronin Vicenti,Johnson County CC,Johnson County Community College,Extra,6,KS,18,So,P,17,3,1,1,1,,0.667,,2,1,0.333,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/johnsoncountycommunitycollege?view=lineup&pos=f,2026-08-28 16:30:23 CDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.667,Johnson County CC
fielding,Braylon Brooks,Johnson County CC,Johnson County Community College,Extra,6,KS,28,So,P/IF,29,12,6,3,3,,0.75,1,2,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/johnsoncountycommunitycollege?view=lineup&pos=f,2026-08-28 16:30:23 CDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,Johnson County CC
fielding,Trent Cornell,Johnson County CC,Johnson County Community College,Extra,6,KS,40,Fr,UT,17,9,6,2,1,,0.889,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/johnsoncountycommunitycollege?view=lineup&pos=f,2026-08-28 16:30:23 CDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.889,Johnson County CC
fielding,Liam Roche,Johnson County CC,Johnson County Community College,Extra,6,KS,21,Fr,P,19,12,5,6,1,,0.917,,,1,1,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/johnsoncountycommunitycollege?view=lineup&pos=f,2026-08-28 16:30:23 CDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.917,Johnson County CC
fielding,Lukas Wilson,Johnson County CC,Johnson County Community College,Extra,6,KS,23,Fr,IF,69,191,121,60,10,,0.948,6,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/johnsoncountycommunitycollege?view=lineup&pos=f,2026-08-28 16:30:23 CDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.948,Johnson County CC
fielding,Brayden Giesler,Johnson County CC,Johnson County Community College,Extra,6,KS,17,Fr,OF,53,20,19,0,1,,0.95,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/johnsoncountycommunitycollege?view=lineup&pos=f,2026-08-28 16:30:23 CDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,Johnson County CC
fielding,Ryan Bradford,Johnson County CC,Johnson County Community College,Extra,6,KS,29,Fr,UT,69,91,86,1,4,,0.956,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/johnsoncountycommunitycollege?view=lineup&pos=f,2026-08-28 16:30:23 CDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.956,Johnson County CC
fielding,Briggs Roe,Johnson County CC,Johnson County Community College,Extra,6,KS,10,So,IF,70,189,128,55,6,,0.968,7,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/johnsoncountycommunitycollege?view=lineup&pos=f,2026-08-28 16:30:23 CDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.968,Johnson County CC
fielding,Ashton Hartwig,Johnson County CC,Johnson County Community College,Extra,6,KS,6,So,OF,67,54,52,1,1,,0.981,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/johnsoncountycommunitycollege?view=lineup&pos=f,2026-08-28 16:30:23 CDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.981,Johnson County CC
fielding,Colin Coonradt,Johnson County CC,Johnson County Community College,Extra,6,KS,4,So,UT,70,185,173,9,3,,0.984,7,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/johnsoncountycommunitycollege?view=lineup&pos=f,2026-08-28 16:30:23 CDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.984,Johnson County CC
fielding,Logan Groh,Johnson County CC,Johnson County Community College,Extra,6,KS,19,So,IF,70,140,91,47,2,,0.986,2,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/johnsoncountycommunitycollege?view=lineup&pos=f,2026-08-28 16:30:23 CDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.986,Johnson County CC
fielding,Evan Damario,Johnson County CC,Johnson County Community College,Extra,6,KS,36,Fr,C,27,209,199,7,3,3,0.986,,4,3,0.429,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/johnsoncountycommunitycollege?view=lineup&pos=f,2026-08-28 16:30:23 CDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.986,Johnson County CC
fielding,Boston Bruce,Johnson County CC,Johnson County Community College,Extra,6,KS,27,So,C,69,460,443,11,6,1,0.987,,8,2,0.2,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/johnsoncountycommunitycollege?view=lineup&pos=f,2026-08-28 16:30:23 CDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.987,Johnson County CC
fielding,Lance Alexander,Johnson County CC,Johnson County Community College,Extra,6,KS,26,Fr,P,19,9,4,5,0,,1,,4,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/johnsoncountycommunitycollege?view=lineup&pos=f,2026-08-28 16:30:23 CDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Johnson County CC
fielding,Hudson Byrd,Johnson County CC,Johnson County Community College,Extra,6,KS,38,So,P,8,1,0,1,0,,1,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/johnsoncountycommunitycollege?view=lineup&pos=f,2026-08-28 16:30:23 CDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Johnson County CC
fielding,Victor Christal,Johnson County CC,Johnson County Community College,Extra,6,KS,13,So,P,16,8,5,3,0,,1,,1,2,0.667,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/johnsoncountycommunitycollege?view=lineup&pos=f,2026-08-28 16:30:23 CDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Johnson County CC
fielding,Colin Conrad,Johnson County CC,Johnson County Community College,Extra,6,KS,8,So,P,11,1,1,0,0,,1,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/johnsoncountycommunitycollege?view=lineup&pos=f,2026-08-28 16:30:23 CDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Johnson County CC
fielding,David Dobbs,Johnson County CC,Johnson County Community College,Extra,6,KS,25,Fr,C/OF,24,53,53,0,0,1,1,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/johnsoncountycommunitycollege?view=lineup&pos=f,2026-08-28 16:30:23 CDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Johnson County CC
fielding,Keston Holman,Johnson County CC,Johnson County Community College,Extra,6,KS,2,So,P,21,2,1,1,0,,1,,1,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/johnsoncountycommunitycollege?view=lineup&pos=f,2026-08-28 16:30:23 CDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Johnson County CC
fielding,Jack Jones,Johnson County CC,Johnson County Community College,Extra,6,KS,5,Fr,UT,40,138,132,6,0,,1,3,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/johnsoncountycommunitycollege?view=lineup&pos=f,2026-08-28 16:30:23 CDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Johnson County CC
fielding,Ashton Nance,Johnson County CC,Johnson County Community College,Extra,6,KS,35,Fr,P,19,11,11,0,0,,1,,,1,1,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/johnsoncountycommunitycollege?view=lineup&pos=f,2026-08-28 16:30:23 CDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Johnson County CC
fielding,Isaac Pamaran,Johnson County CC,Johnson County Community College,Extra,6,KS,1,Fr,OF,51,70,69,1,0,,1,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/johnsoncountycommunitycollege?view=lineup&pos=f,2026-08-28 16:30:23 CDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Johnson County CC
fielding,Cale Sudderth,Johnson County CC,Johnson County Community College,Extra,6,KS,33,Fr,P,6,1,1,0,0,,1,,1,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/johnsoncountycommunitycollege?view=lineup&pos=f,2026-08-28 16:30:23 CDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Johnson County CC
fielding,Max Waldschmidt,Johnson County CC,Johnson County Community College,Extra,6,KS,12,So,P,14,3,2,1,0,,1,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/johnsoncountycommunitycollege?view=lineup&pos=f,2026-08-28 16:30:23 CDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Johnson County CC
fielding,Cooper Westra,Johnson County CC,Johnson County Community College,Extra,6,KS,7,So,P,11,1,0,1,0,,1,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/johnsoncountycommunitycollege?view=lineup&pos=f,2026-08-28 16:30:23 CDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Johnson County CC
hitting,Logan Groh,Johnson County CC,Johnson County Community College,Extra,6,KS,19,So,IF,70,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/johnsoncountycommunitycollege?view=lineup&pos=h,2026-08-28 16:30:23 CDT,269,120,113,27,19,5,25,49,29,0.446,0.497,0.833,5,5,,2,17,22,0.77,306,,,,,,,,,,,,,,70,,,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson County CC
hitting,Ryan Bradford,Johnson County CC,Johnson County Community College,Extra,6,KS,29,Fr,UT,69,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/johnsoncountycommunitycollege?view=lineup&pos=h,2026-08-28 16:30:23 CDT,261,114,113,36,24,6,42,72,45,0.437,0.522,1.057,16,5,,,8,32,0.25,318,,,,,,,,,,,,,,69,,,1.579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson County CC
hitting,Brayden Giesler,Johnson County CC,Johnson County Community College,Extra,6,KS,17,Fr,OF,53,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/johnsoncountycommunitycollege?view=lineup&pos=h,2026-08-28 16:30:23 CDT,151,66,65,23,16,5,21,42,30,0.437,0.543,1.026,12,,1,,14,13,1.08,187,,,,,,,,,,,,,,53,,,1.569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson County CC
hitting,Boston Bruce,Johnson County CC,Johnson County Community College,Extra,6,KS,27,So,C,69,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/johnsoncountycommunitycollege?view=lineup&pos=h,2026-08-28 16:30:23 CDT,209,91,89,35,17,4,18,39,10,0.435,0.554,0.813,23,2,1,,15,31,0.48,270,,,,,,,,,,,,,,69,,,1.367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson County CC
hitting,Colin Coonradt,Johnson County CC,Johnson County Community College,Extra,6,KS,4,So,UT,70,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/johnsoncountycommunitycollege?view=lineup&pos=h,2026-08-28 16:30:23 CDT,228,98,109,61,17,2,37,56,46,0.43,0.567,1.009,14,2,1,3,11,13,0.85,306,,,,,,,,,,,,,,70,,,1.5759999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson County CC
hitting,Briggs Roe,Johnson County CC,Johnson County Community College,Extra,6,KS,10,So,IF,70,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/johnsoncountycommunitycollege?view=lineup&pos=h,2026-08-28 16:30:23 CDT,248,106,96,24,24,4,27,55,36,0.427,0.493,0.883,10,2,,1,24,23,1.04,284,,,,,,,,,,,,,,70,,,1.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson County CC
hitting,Ashton Hartwig,Johnson County CC,Johnson County Community College,Extra,6,KS,6,So,OF,67,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/johnsoncountycommunitycollege?view=lineup&pos=h,2026-08-28 16:30:23 CDT,229,85,70,22,13,3,11,27,26,0.371,0.424,0.598,5,8,2,1,20,27,0.74,266,,,,,,,,,,,,,,67,,,1.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson County CC
hitting,Jack Jones,Johnson County CC,Johnson County Community College,Extra,6,KS,5,Fr,UT,40,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/johnsoncountycommunitycollege?view=lineup&pos=h,2026-08-28 16:30:23 CDT,108,37,24,25,11,,5,16,35,0.343,0.489,0.583,7,1,,,2,7,0.29,141,,,,,,,,,,,,,,40,,,1.072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson County CC
hitting,Isaac Pamaran,Johnson County CC,Johnson County Community College,Extra,6,KS,1,Fr,OF,51,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/johnsoncountycommunitycollege?view=lineup&pos=h,2026-08-28 16:30:23 CDT,165,56,56,35,11,4,11,26,48,0.339,0.473,0.655,7,,1,1,12,5,2.4,208,,,,,,,,,,,,,,51,,,1.1280000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson County CC
hitting,Lukas Wilson,Johnson County CC,Johnson County Community College,Extra,6,KS,23,Fr,IF,69,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/johnsoncountycommunitycollege?view=lineup&pos=h,2026-08-28 16:30:23 CDT,211,64,57,33,7,5,11,23,43,0.303,0.416,0.54,10,3,2,1,27,14,1.93,259,,,,,,,,,,,,,,69,,,0.956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson County CC
hitting,Evan Damario,Johnson County CC,Johnson County Community College,Extra,6,KS,36,Fr,C,27,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/johnsoncountycommunitycollege?view=lineup&pos=h,2026-08-28 16:30:23 CDT,66,18,18,9,2,,3,5,22,0.273,0.367,0.439,2,2,,,2,7,0.29,79,,,,,,,,,,,,,,27,,,0.806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson County CC
hitting,Trent Cornell,Johnson County CC,Johnson County Community College,Extra,6,KS,40,Fr,UT,17,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/johnsoncountycommunitycollege?view=lineup&pos=h,2026-08-28 16:30:23 CDT,20,5,8,1,,,3,3,6,0.25,0.375,0.7,3,,,,,2,,24,,,,,,,,,,,,,,17,,,1.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson County CC
hitting,David Dobbs,Johnson County CC,Johnson County Community College,Extra,6,KS,25,Fr,C/OF,24,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/johnsoncountycommunitycollege?view=lineup&pos=h,2026-08-28 16:30:23 CDT,37,9,12,7,1,1,5,7,13,0.243,0.391,0.73,2,,,,1,2,0.5,46,,,,,,,,,,,,,,24,,,1.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson County CC
hitting,Braylon Brooks,Johnson County CC,Johnson County Community College,Extra,6,KS,28,So,P/IF,29,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/johnsoncountycommunitycollege?view=lineup&pos=h,2026-08-28 16:30:23 CDT,10,1,0,3,1,,,1,3,0.1,0.308,0.2,,,,,1,1,1,13,,,,,,,,,,,,,,29,,,0.508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson County CC
pitching,Reece Nutter,Johnson County CC,Johnson County Community College,Extra,6,KS,16,Fr,P,,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/johnsoncountycommunitycollege?view=lineup&pos=p,2026-08-28 16:30:23 CDT,,,,1,,,,,3,,,,3,,,,,,,,0,0,0,2,0,0,2,,,13.5,0.5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson County CC
pitching,Nolan Buss,Johnson County CC,Johnson County Community College,Extra,6,KS,34,Fr,P,,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/johnsoncountycommunitycollege?view=lineup&pos=p,2026-08-28 16:30:23 CDT,,1,,3,,,,,7,,,,2,,,,,,,,1.93,1,0,4,0,0,4.2,1,1,13.5,0.86,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson County CC
pitching,Anson Siebert,Johnson County CC,Johnson County Community College,Extra,6,KS,37,Fr,P,,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/johnsoncountycommunitycollege?view=lineup&pos=p,2026-08-28 16:30:23 CDT,,13,,5,,,,,9,,,,,,,,,,,,2.08,2,0,7,0,0,8.2,8,2,9.35,2.08,43,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson County CC
pitching,Cooper Frazier,Johnson County CC,Johnson County Community College,Extra,6,KS,9,Fr,P,,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/johnsoncountycommunitycollege?view=lineup&pos=p,2026-08-28 16:30:23 CDT,,11,,12,,,2,,32,,,,2,,,,,,,,3.32,1,0,15,0,0,19,8,7,15.16,1.21,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson County CC
pitching,Hudson Byrd,Johnson County CC,Johnson County Community College,Extra,6,KS,38,So,P,,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/johnsoncountycommunitycollege?view=lineup&pos=p,2026-08-28 16:30:23 CDT,,13,,3,,,1,,14,,,,,,,,,,,,3.48,2,0,8,0,1,10.1,4,4,12.19,1.55,47,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson County CC
pitching,Victor Christal,Johnson County CC,Johnson County Community College,Extra,6,KS,13,So,P,,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/johnsoncountycommunitycollege?view=lineup&pos=p,2026-08-28 16:30:23 CDT,,35,,31,,,3,,95,,,,15,,,,,,,,3.88,11,0,16,15,0,55.2,28,24,15.36,1.19,239,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson County CC
pitching,Ashton Nance,Johnson County CC,Johnson County Community College,Extra,6,KS,35,Fr,P,,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/johnsoncountycommunitycollege?view=lineup&pos=p,2026-08-28 16:30:23 CDT,,80,,29,,,14,,92,,,,6,,,,,,,,3.95,14,0,19,18,0,84.1,39,37,9.82,1.29,371,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson County CC
pitching,Liam Roche,Johnson County CC,Johnson County Community College,Extra,6,KS,21,Fr,P,,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/johnsoncountycommunitycollege?view=lineup&pos=p,2026-08-28 16:30:23 CDT,,71,,23,,,13,,120,,,,9,,,,,,,,4.02,16,0,19,18,0,78.1,37,35,13.79,1.2,333,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson County CC
pitching,Rocco Loffredo,Johnson County CC,Johnson County Community College,Extra,6,KS,24,Fr,P,,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/johnsoncountycommunitycollege?view=lineup&pos=p,2026-08-28 16:30:23 CDT,,4,,9,,,1,,10,,,,,,,,,,,,4.26,0,0,7,0,0,6.1,6,3,14.21,2.05,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson County CC
pitching,Cale Sudderth,Johnson County CC,Johnson County Community College,Extra,6,KS,33,Fr,P,,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/johnsoncountycommunitycollege?view=lineup&pos=p,2026-08-28 16:30:23 CDT,,7,,6,,,,,6,,,,,,,,,,,,4.26,0,0,6,1,0,6.1,6,3,8.53,2.05,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson County CC
pitching,Cooper Westra,Johnson County CC,Johnson County Community College,Extra,6,KS,7,So,P,,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/johnsoncountycommunitycollege?view=lineup&pos=p,2026-08-28 16:30:23 CDT,,8,,3,,,,,6,,,,,,,,,,,,4.26,1,0,11,0,0,6.1,3,3,8.53,1.74,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson County CC
pitching,Lance Alexander,Johnson County CC,Johnson County Community College,Extra,6,KS,26,Fr,P,,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/johnsoncountycommunitycollege?view=lineup&pos=p,2026-08-28 16:30:23 CDT,,43,,19,,,8,,67,,,,2,,,,,,,,4.47,3,2,19,7,2,50.1,28,25,11.98,1.23,212,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson County CC
pitching,Ronin Vicenti,Johnson County CC,Johnson County Community College,Extra,6,KS,18,So,P,,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/johnsoncountycommunitycollege?view=lineup&pos=p,2026-08-28 16:30:23 CDT,,51,,16,,,12,,69,,,,9,,,,,,,,4.64,9,0,17,9,1,52.1,28,27,11.87,1.28,225,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson County CC
pitching,Braylon Brooks,Johnson County CC,Johnson County Community College,Extra,6,KS,28,So,P/IF,,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/johnsoncountycommunitycollege?view=lineup&pos=p,2026-08-28 16:30:23 CDT,,16,,14,,,1,,38,,,,3,,,,,,,,4.85,0,0,19,0,5,26,15,14,13.15,1.15,112,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson County CC
pitching,Max Waldschmidt,Johnson County CC,Johnson County Community College,Extra,6,KS,12,So,P,,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/johnsoncountycommunitycollege?view=lineup&pos=p,2026-08-28 16:30:23 CDT,,20,,4,,,3,,24,,,,1,,,,,,,,5.06,1,0,14,0,0,16,12,9,13.5,1.5,74,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson County CC
pitching,Colin Conrad,Johnson County CC,Johnson County Community College,Extra,6,KS,8,So,P,,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/johnsoncountycommunitycollege?view=lineup&pos=p,2026-08-28 16:30:23 CDT,,13,,6,,,,,12,,,,1,,,,,,,,5.23,0,0,11,0,0,10.1,10,6,10.45,1.84,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson County CC
pitching,Evan Watson,Johnson County CC,Johnson County Community College,Extra,6,KS,15,Fr,P,,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/johnsoncountycommunitycollege?view=lineup&pos=p,2026-08-28 16:30:23 CDT,,4,,,,,,,4,,,,1,,,,,,,,5.4,0,0,4,0,0,3.1,2,2,10.8,1.2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson County CC
pitching,Brett Pearcy,Johnson County CC,Johnson County Community College,Extra,6,KS,11,Fr,P,,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/johnsoncountycommunitycollege?view=lineup&pos=p,2026-08-28 16:30:23 CDT,,10,,9,,,1,,21,,,,10,,,,,,,,5.51,2,0,12,0,1,16.1,10,10,11.57,1.16,71,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson County CC
pitching,Keston Holman,Johnson County CC,Johnson County Community College,Extra,6,KS,2,So,P,,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/johnsoncountycommunitycollege?view=lineup&pos=p,2026-08-28 16:30:23 CDT,,44,,10,,,5,,41,,,,6,,,,,,,,6.23,3,0,21,0,2,39,28,27,9.46,1.38,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson County CC
pitching,Drake Gawer,Johnson County CC,Johnson County Community College,Extra,6,KS,32,Fr,P,,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/johnsoncountycommunitycollege?view=lineup&pos=p,2026-08-28 16:30:23 CDT,,13,,6,,,2,,20,,,,,,,,,,,,10.32,1,1,5,2,0,11.1,14,13,15.88,1.68,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson County CC
hitting,"Mouton, Aidan",Louisiana State University Eunice,Louisiana State University Eunice,Extra,23,LA,1,,,,,,,,,,,,,,,https://athletics.lsue.edu/sports/baseball/stats,2026-08-28 16:30:23 CDT,191,82,75,53,11,2,14,,30,0.429,0.575,0.728,14,1,1,,,,,,,,,,59,,,91,,,,,,59,38,1,1.303,59-59,139,30,1,0.575,38-39,View Bio,,,,,,,,,,,,,59,59,,,,,38,1,,Louisiana State University Eunice
hitting,"Clapinski, Andrew",Louisiana State University Eunice,Louisiana State University Eunice,Extra,23,LA,28,,,,,,,,,,,,,,,https://athletics.lsue.edu/sports/baseball/stats,2026-08-28 16:30:23 CDT,210,86,89,35,21,3,15,,29,0.41,0.494,0.752,6,6,2,,,,,,,,,,59,,,74,,,,,,59,6,2,1.246,59-59,158,29,1,0.494,6-8,View Bio,,,,,,,,,,,,,59,59,,,,,6,2,,Louisiana State University Eunice
