tm_name,bref_name,team_abbr,height,set
"Rusinek, Jesse",Jesse Rusinek,TEX_RAI,5.833333333,0
"Russ, Dominick",Dominick Russ,MOY_MOY,6.166666667,0
"Russell, Aidan",Aidan Russell,SAN_AZT,6,0
"Russell, Austin",Austin Russell,TEX_ISL,6.083333333,0
"Russell, Charlie",Charlie Russell,AIR_FOR,6.333333333,0
"Russell, Devin",Devin Russell,MAR_TER,6.166666667,0
"Russell, Duncan",Duncan Russell,CAL_BEA,6.5,0
"Russell, Ethan",Ethan Russell,CSD_TRI,6.166666667,0
"Russell, Landon",Landon Russell,STE_HAT,6.083333333,0
"Russell, Mason",Mason Russell,ARI_WIL,6,0
"Russell, Matt",Matt Russell,TOW_TIG,6,0
"Russell, Zach",Zach Russell,SOU_GAM,6.166666667,0
"Russo, Matthew",Matthew Russo,SOU_GOL,6.166666667,0
"Rutenbar, Carter",Carter Rutenbar,ARK_RAZ,5.916666667,0
"Ruthardt, Keaton",Keaton Ruthardt,ORA_GOL,6.25,0
"Rutherford, Cal",Cal Rutherford,EMU_EAG,6.25,0
"Rutledge, Trey",Trey Rutledge,AIR_FOR,6.083333333,0
"Rutter, Drew",Drew Rutter,SAN_AZT,6.083333333,0
"Ryals, Colton",Colton Ryals,FLO_RAT,5.833333333,0
"Ryan, Brayden",Brayden Ryan,MAR_TER,6.5,0
"Ryan, Coleman",Coleman Ryan,TEX_RAI,6,0
"Ryan, Jax",Jax Ryan,MIS_BEA,6.083333333,0
"Ryan, Mikey",Mikey Ryan,NOR_WOL,6,0
"Ryan, Sheamus",Sheamus Ryan,NOR_BIS,6,0
"Rybarczyk, Tresdon",Tresdon Rybarczyk,ILL_RED,5.833333333,0
"Rybinski, Drew",Drew Rybinski,GEO_HOY,6.25,0
"Ryden, Tyler",Tyler Ryden,SAM_BEA,5.916666667,0
"Ryerse, Luke",Luke Ryerse,MIN_GOL,6.083333333,0
"Rylance, Kaden",Kaden Rylance,SOU_JAC,6,0
"Sabater, Jeff",Jeff Sabater,ECU_PIR,5.833333333,0
"Sabathia, Carsten",Carsten Sabathia,HOU_COU,6.333333333,0
"Sabbath, Joe",Joe Sabbath,RHO_RAM,6.166666667,0
"Sabers, Zachary",Zach Sabers,CAM_CAM,6.166666667,0
"Sackett, Connor",Connor Sackett,BUT_BUL,6.25,0
"Sadler, Cade",Cade Sadler,UTS_ROA,6.333333333,0
"Saenz, Drue",Drue Saenz,SOU_IND16,6,0
"Sager, Andrew",Andrew Sager,SAC_PIO,6,0
"Sagouspe, Tanner",Tanner Sagouspe,TCU_HFG,6,0
"Saito, Evan",Evan Saito,CAL_MAT,6.166666667,0
"Saker, Jack",Jack Saker,STJ_HAW,6.083333333,0
"Salas, Isaiah",Isaiah Salas,MIZ_TIG,5.916666667,0
"Salas, Manuel",Manny Salas,TEX_BOB,6.083333333,0
"Salazar, Adam",Adam Salazar,CSU_BAK,6,0
"Salazar, Carver",Carver Salazar,UMBC_RET,6.166666667,0
"Sales, Terence",Terence Sales,ALA_ANM,5.75,0
"Salicco, Mark",Mark Salicco,HIG_PAN,6.083333333,0
"Salinas, Tristan",Tristan Salinas,RUT_SCA,6.166666667,0
"Salinas, Zacarias",Zacarias Salinas,PRA_PAN,6.25,0
"Salk, Jonas",Jonas Salk,POR_PIL,5.833333333,0
"Sall, Michael",Michael Sall,UNO_MAV,6.166666667,0
"Sallie, Ty",Ty Sallie,NJI_HIG,5.833333333,0
"Salmon, Jack",Jack Salmon,UNL_REB,6.25,0
"Salva, Guriyandel",Guriyandel Salva,MAN_JAS,5.833333333,0
"Salvesen, Landon",Landon Salvesen,UTA_UTE,6.083333333,0
"Salvione, Vinny",Vinny Salvione,BGS_FAL,5.916666667,0
"Samarin, Michael",Mike Samarin,MER_UNI,6,0
"Sammler, Caden",Caden Sammler,FLO_PAN,6,0
"Samol, Noah",Noah Samol,CLE_TIG,6.583333333,0
"Samonsky, Kevin",Kevin Samonsky,COL_CHA,6.083333333,0
"Sample, Jaryn",Jaryn Sample,DEL_HOR,6.166666667,0
"Sampson, Beau",Beau Sampson,TUL_GRE,6.5,0
"Sams, Daniel",Daniel Sams,HAR_CRI,6.166666667,0
"Sams, Jacks",Jack Sams,KEN_WIL,6.25,0
"Samuel II, Reginald",Reginald Samuel,PRA_PAN,6,0
"Samuel, Vincent",Vincent Samuel,MAN_JAS,6,0
"Samuels, Carson",Carson Samuels,DAY_FLY,6,0
"Samuelson, Carter",Carter Samuelson,UAB_BLA,6.083333333,0
"Sanchez, Aaron",Aaron Sanchez,UTR_VAQ,6.083333333,0
"Sanchez, Alejandro",Alejandro Sanchez,GAR_RUN,6.166666667,0
"Sanchez, Brandon",Brandon Sanchez,NCB,5.75,0
"Sanchez, Cade",Cade Sanchez,TEX_ISL,5.666666667,0
"Sanchez, Edwin",Edwin Sanchez,SIE_SAI,5.833333333,0
"Sanchez, Ethan",Ethan Sanchez,NCB,5.916666667,0
"Sanchez, Frankie",Frankie Sanchez,PEN_NIT,6,0
"Sanchez, Jayden",Jayden Sanchez,UNL_REB,5.833333333,0
"Sanchez, Ricky",Ricky Sánchez,GON_BUL,5.75,0
"Sand, Christoper",Chris Sand,RUT_SCA,6.166666667,0
"Sandberg, Baylor",Baylor Sandberg,SAC_HOR,6.166666667,0
"Sandee, Nolan",Nolan Sandee,NIU_HUS,5.75,0
"Sandefer, Russell",Russell Sandefer,FLA_GAT,6.083333333,0
"Sandell, Alexander",Alex Sandell,HOL_CRU,5.833333333,0
"Sanderoff, Tanner",Tanner Sanderoff,HOF_PRI,6,0
"Sanders, Caleb",Caleb Sanders,ALA_HOR,6.083333333,0
"Sanders, Ethan",Ethan Sanders,RIC_OWL,6.083333333,0
"Sanders, Gatlin",Gatlin Sanders,MSU_BDG,5.916666667,0
"Sanders, Jackson",Jackson Sanders,AUB_TIG,6.25,0
"Sanders, Marcus",Marcus Sanders,COP_STA,6.083333333,0
"Sanders, Nik",Nik Sanders,CAM_CAM,6.166666667,0
"Sanders, Travis",Travis Sanders,BAY_BEA,6.166666667,0
"Sanders, Trey",Trey Sanders,SAM_BUL,6.083333333,0
"Sanders, Troy",Troy Sanders,GRA_CAN,6,0
"Sanderson, Case",Case Sanderson,NEB,6.25,0
"Sanderson, Jarren",Jarren Sanderson,CAL_HIG,6.5,0
"Sandford, Schuyler",Schuyler Sandford,FLA_GAT,6.5,0
"Sanford, Braydon",Braydon Sanford,ORA_GOL,6.333333333,0
"Sanford, Robert",Robert Sanford,BRA_BRA,6,0
"Sanford, Will",Will Sanford,ORE_DUC,6,0
"Sanko, Jake",Jake Sanko,GRA_CAN,5.833333333,0
"Sansone, Gavin",Gavin Sansone,LON_ISL22,6,0
"Santana, Dawson",Dawson Santana,SAN_AZT,5.5,0
"Santana, Fabian",Fabian Santana,ALA_HOR,5.833333333,0
"Santana, Thomas",Thomas Santana,COL_LION,6.083333333,0
"Santangelo, Ryan",Ryan Santangelo,WM_TRI,6,0
"Santiago, Kainoa",Kainoa Santiago,GON_BUL,5.916666667,0
"Santiago-Cruz, Angel",Angel Santiago-Cruz,RIC_SPI,6.166666667,0
"Santivanez, Nicholas",Nick Santivanez,CAL_FUL,6.25,0
"Santos, Juan",Juan Santos,FGCU,6,0
"Santos, Manny",Manny Santos,RHO_RAM,5.833333333,0
"Santos-Olson, Sebastian",Sebastian Santos-Olson,MIA_HUR,6.25,0
"Santoyo, Justin",Justin Santoyo,ALA_LIO,6,0
"Sapienza, Matthew",Matt Sapienza,NOR_HUS,6.166666667,0
"Sarabia, Jonah",Jonah Sarabia,USF_BUL,6.25,0
"Sarantos, Lukas",Lukas Sarantos,STM_GAE,6.25,0
"Sardinas, Alejandro",Alejandro Sardinas,DAY_FLY,6.083333333,0
"Sargeant, Matthew",Matt Sargeant,NOR_BIS,6.166666667,0
"Sargent, Eddie",Eddie Sargent,UMBC_RET,5.833333333,0
"Sarhatt, Michael",Mike Sarhatt,IU,6.5,0
"Sarna, Owen",Owen Sarna,ALA_CRI,6.083333333,0
"Sarota, Filip",Filip Sarota,LIN_UNI,6.166666667,0
"Sarre, Serigne",Serigne Sarre,MSM_MTN,6.333333333,0
"Sartain, Brooks",Brooks Sartain,DAL_PAT,6.083333333,0
"Sasaki, Rintaro",Rintaro Sasaki,STA_CAR,6.083333333,0
"Sasse, Brady",Brady Sasse,TOL_ROC,6.416666667,0
"Saucke, Sam",Sam Saucke,MON_HAW,6,0
"Sauer, John-Paul",John-Paul Sauer,SOU_RED,6.166666667,0
"Saul, Charlie",Charlie Saul,BRY_BUL,6.083333333,0
"Saulys, Evan",Evan Saulys,SIE_SAI,6.083333333,0
"Saumell, Michael",Vinny Saumell,ARK_LIO,6.166666667,0
"Saunders III, Gilbert",Gilbert Saunders,STB_BON,6.333333333,0
"Saunders, Evan",Evan Saunders,OKL_COW,6.25,0
"Sauser, Matt",Matt Sauser,UCF_KNI,6.25,0
"Sausville, Tyler",Tyler Sausville,SIE_SAI,5.583333333,0
"Savage, Andrew",Andrew Savage,SIU_SAL,6.083333333,0
"Savattere, Antonelli",Antonelli Savattere,HOU_COU,5.666666667,0
"Saviñon, Jordan",Jordan Saviñon,RUT_SCA,6.083333333,0
"Savoie, Nate",Nate Savoie,CLE_TIG,6,0
"Sawyer, Nick",Nick Sawyer,OSU_BUC,5.833333333,0
"Saxenmeyer, Will",Will Saxenmeyer,SAC_PIO,6.416666667,0
"Scaccia, Eddie",Eddie Scaccia,EIU_PAN,6.25,0
"Scafidi, Witt",Witt Scafidi,WM_TRI,6,0
"Scaldeferri, Billy",Billy Scaldeferri,GRA_CAN,6,0
"Scales, Luke",Luke Scales,BEL_KNI,6.083333333,0
"Scamardella, Mark",Mark Scamardella,NJI_HIG,6.083333333,0
"Scanlan, Connor",Connor Scanlan,FAI_STA,6,0
"Scanlon, Christian",Christian Scanlon,MER_COL1,6.166666667,0
"Scanlon, Sean",Sean Scanlon,RIC_SPI,6.25,0
"Scarlata, Anthony",Anthony Scarlata,FOR_RAM,5.916666667,0
"Scarpino, Anthony",Anthony Scarpino,EKU_COL,6.416666667,0
"Scavone, Tommy",Tommy Scavone,PEP_WAV,6.416666667,0
"Scearce, Julius",Julius Scearce,EKU_COL,6.083333333,0
"Schaaf, Blake",Blake Schaaf,WAK_DEA,5.916666667,0
"Schaaf, Jason",Jason Schaaf,MIS_BEA,5.916666667,0
"Schaedel, Tanner",Tanner Schaedel,OLD_MON,6.166666667,0
"Schaefer, Derek",Derek Schaefer,ARI_SUN,6.25,0
"Schaefer, Dylan",Dylan Schaefer,QUN_RYL,6,0
"Schaefer, Peter",Peter Schaefer,BOC_EAG,6,0
"Schaeffer, Jared",Jared Schaeffer,DAL_PAT,6.083333333,0
"Schaffer, James",James Schaffer,SBU_SEA,5.666666667,0
"Schaffner, Jake",Jake Schaffner,NOR_TAR,6.166666667,0
"Schaffnit, Ryan",Ryan Schaffnit,BRA_BRA,6.5,0
"Schaller, Chris",Chris Schaller,RIC_SPI,5.833333333,0
"Schaller, Kolton",Kolton Schaller,KS_GF,6.083333333,0
"Schambow, Quinn",Quinn Schambow,OKL_COW,6,0
"Scharff, Simon",Simon Scharff,LIP_BIS,6,0
"Schattle, Jagger",Jagger Schattle,CEN_BEA,6.083333333,0
"Schebler, Charlie",Charlie Schebler,BUT_BUL,6.166666667,0
"Schechterman, Ben",Ben Schechterman,EMU_EAG,6,0
"Scheider, Calen",Calen Scheider,BRA_BRA,5.916666667,0
"Scheiderer, Griffin",Griffin Scheiderer,BGS_FAL,5.833333333,0
"Scheidt, Toby",Toby Scheidt,KAN_JAY,6,0
"Schell, Adyn",Adyn Schell,MIS_BEA,6.083333333,0
"Schenk, Aiden",Aiden Schenk,NOR_BIS,6.083333333,0
"Scheppler, Anthony",Anthony Scheppler,SAN_SPA,6.083333333,0
"Scheri, Jack",Jack Scheri,SBU_SEA,5.75,0
"Scheumann, Dj",DJ Scheumann,BAL_CAR,6.25,0
"Schexnaydre, Owen",Owen Schexnaydre,NIC_COL,6.416666667,0
"Schiff, Cole",Cole Schiff,BRY_BUL,6.333333333,0
"Schimmels, Luke",Luke Schimmels,LIT_TRO,6.166666667,0
"Schlaegel, Dylan",Dylan Schlaegel,DAL_PAT,5.833333333,0
"Schlageter, TJ",TJ Schlageter,LOU_CAR,6.166666667,0
"Schlecht, Samuel",Sam Schlecht,SOU_JAC,6.5,0
"Schleichardt, Josh",Josh Schleichardt,ORE_DUC,6.083333333,0
"Schlote, Nate",Nate Schlote,VAN_COM,6.25,0
"Schlotterback, Dylan",Dylan Schlotterback,KAN_JAY,6,0
"Schmalzle, TJ",TJ Schmalzle,FAI_STA,6,0
"Schmidly, Ike",Ike Schmidly,JMU_DUK,6.25,0
"Schmidt, Carl",Carl Schmidt,CAL_BEA,5.916666667,0
"Schmidt, Kent",Kent Schmidt,GIT_YEL,6,0
"Schmidt, Samuel",Sam Schmidt,JAC_GAM,6,0
"Schmidt, Tate",Tate Schmidt,UWM_PAN,6,0
"Schmidt, Trevor",Trevor Schmidt,GRA_CAN,6.083333333,0
"Schmidt, William",William Schmidt,LSU_TIG,6.333333333,0
"Schmitt, Blane",Blane Schmitt,UNI_WES,6,0
"Schmitz, Paul",Paul Schmitz,HOU_COU,6.666666667,0
"Schmolke, Luke",Luke Schmolke,WAK_DEA,5.916666667,0
"Schmutz, Jacob",Jacob Schmutz,SAC_PIO,6,0
"Schnabel, Braeden",Braeden Schnabel,PAC_TIG,6.583333333,0
"Schneider, Cade",Cade Schneider,EKU_COL,6.083333333,0
"Schneider, Cameron",Cam Schneider,FRE_BUL,6.25,0
"Schneider, Connor",Connor Schneider,MCN_COW,5.833333333,0
"Schneider, Cooper",Cooper Schneider,STE_LUM,5.916666667,0
"Schneider, Gabe",Gabe Schneider,WAS_COU,6.416666667,0
"Schneider, Maxwell",Max Schneider,LOY_LIO,6.5,0
"Schoenfeld, Paul",Paul Schoenfeld,WES_MOU,5.916666667,0
"Scholl, Logan",Logan Scholl,MAR_RED,6,0
"Scholvin, Charlie",Charlie Scholvin,TOL_ROC,6.083333333,0
"Schoneboom, Kevin",Kevin Schoneboom,UCF_KNI,6.25,0
"Schow, Ryker",Ryker Schow,BYU_COU,6,0
"Schrack, Carson",Carson Schrack,SOU_RED,5.833333333,0
"Schrader, Gavin",Gavin Schrader,TRO_TRJ,6.333333333,0
"Schrafft, Jack",Jackson Schrafft,NOF_OSP,6.416666667,0
"Schramm, Lukas",Lukas Schramm,CAM_CAM,6.25,0
"Schreck, Thomas",Thomas Schreck,ARM_BLA,5.75,0
"Schreiber, Sebastian",Sebastian Schreiber,SAN_BRO,6.25,0
"Schriefer, Toby",Toby Schriefer,ILL_RED,6.25,0
"Schroeder, Augusto",Augusto Schroeder,ARK_LIO,5.916666667,0
"Schuck, Aidan",Aidan Schuck,OAK_GOL,5.833333333,0
"Schuck, Kaden",Kaden Schuck,MCN_COW,6,0
"Schueler, Dillon",Dillon Schueler,CIN_BEA,6.166666667,0
"Schueller, Jase",Jase Schueller,SAC_PIO,6.333333333,0
"Schuerman, Jeter",Jeter Schuerman,CSU_BAK,6.166666667,0
"Schuerman, Rece",Rece Schuerman,GON_BUL,6,0
"Schuldt, Andrew",Andrew Schuldt,CAM_CAM,5.75,0
"Schuler, Tim",Tim Schuler,VIL_WIL,6.166666667,0
"Schulte, Kooper",Kooper Schulte,IOW_HAW,6.083333333,0
"Schultz, Brandon",Brandon Schultz,EIU_PAN,5.75,0
"Schulz, Jakob",Jakob Schulz,VAN_COM,6.166666667,0
"Schumacher, Jaxon",Jaxon Schumacher,BRA_BRA,6,0
"Schumacher, Maxwell",Maxwell Schumacher,UTM_SKY,6.416666667,0
"Schumann, Connor",Connor Schumann,OLD_MON,6,0
"Schummer, Ryan",Ryan Schummer,YSU_PEN,6,0
"Schupmann, Kyle",Kyle Schupmann,ILL_ILL,6.083333333,0
"Schutte, Nic",Nic Schutte,MUR_RAC,6.166666667,0
"Schuyler, T.J.",T.J. Schuyler,IU,6.166666667,0
"Schwalbach, Mason",Mason Schwalbach,SIU_SAL,6,0
"Schwamb, Samuel",Sam Schwamb,NOR_AGG,6.083333333,0
"Schwartz, Luke",Luke Schwartz,SPU_PEA,5.833333333,0
"Schwartz, Ryan",Ryan Schwartz,KEN_WIL,6.333333333,0
"Schwarz, Colton",Colton Schwarz,FLA_GAT,6,0
"Schweitzer, Jake",Jake Schweitzer,LOU_CAR,6,0
"Scilley, Landon",Landon Scilley,LIB_FLA,6.166666667,0
"Scinta, Chris",Chris Scinta,HOU_COU,6,0
"Scobey, KJ",KJ Scobey,SOU_GAM,6.166666667,0
"Scolari, Cal",Cal Scolari,ORE_DUC,6.333333333,0
"Scott, Brodie",Brodie Scott,JUD,6.25,0
"Scott, Daniel",Daniel Scott,MIS_DEL,6.083333333,0
"Scott, Mason",Mason Scott,ARM_BLA,6.25,0
"Scott, Matt",Matt Scott,GEO_BUL,6.583333333,0
"Scott, Miles",Miles Scott,CAL_HIG,5.833333333,0
"Scott, Noah",Noah Scott,ORE_BEA,6.333333333,0
"Scott, Stratton",Stratton Scott,ETS_BUC,6.166666667,0
"Scott, Wesley",Wesley Scott,LOU_BUL,6,0
"Scott, Zachary",Zach Scott,UMASS_RIV,6.083333333,0
"Scrivanic, Frankie",Frankie Scrivanic,SET_PIR,6,0
"Scruggs, Landon",Landon Scruggs,ALA_LIO,6.333333333,0
"Scudder, Dylan",Dylan Scudder,BRY_BUL,6.583333333,0
"Sdao, Shane",Shane Sdao,TEX_AGG,6.25,0
"Seagraves, Camron",Camron Seagraves,NOR_TAR,6.25,0
"Seals, Pierre",Pierre Seals,MIZ_TIG,6,0
"Sears, Cade",Cade Sears,VAN_COM,6.083333333,0
"Sears, Merek",Merek Sears,ARL_MAV,6.25,0
"Sebastianelli, Nigel",Nigel Sebastianelli,TOW_TIG,6.083333333,0
"Sebek, Caleb",Caleb Sebek,SAN_TOR,6,0
"Secretarski, Jay",Jay Secretarski,PEN_QUA,6.083333333,0
"Seebold, Gavin",Gavin Seebold,IU,6.166666667,0
"Seelig, Koby",Koby Seelig,COL_LION,6.166666667,0
"Seely, Carter",Carter Seely,UTA_WOL,6.083333333,0
"Seeman, Carson",Carson Seeman,IND_SYC,6.166666667,0
"Sefcik, Cal",Cal Sefcik,CIN_BEA,6,0
"Sefcik, Luke",Luke Sefcik,CIN_BEA,5.833333333,0
"Segel, Kaden",Kaden Segel,POR_PIL,6,0
"Seguin, Josiah",Josiah Seguin,JMU_DUK,6.333333333,0
"Segura, Eric",Eric Segura,ORE_BEA,6.166666667,0
"Sehlke, Blake",Blake Sehlke,OAK_GOL,6.166666667,0
"Seibel, Griffin",Griffin Seibel,QUI_BOB,6.083333333,0
"Seiber, Brennan",Brennan Seiber,VAN_COM,6.5,0
"Seid, Spencer",Spencer Seid,GEO_HOY,5.916666667,0
"Seidel, Andrew",Drew Seidel,FGCU,6,0
"Seidel, Samuel",Sam Seidel,BGS_FAL,5.833333333,0
"Seidl, Madden",Madden Seidl,KAN_JAY,6.416666667,0
"Seidman, Tyler",Tyler Seidman,BUC_BIS,6.166666667,0
"Sejnoha, Trey",Trey Sejnoha,DAR_GRE,6.083333333,0
"Sekany, Jake",Jake Sekany,SOU_TRO,6.25,0
"Seldomridge, Kade",Kade Seldomridge,CEN_BEA,5.75,0
"Self, Mason",Mason Self,RAD_HIG,6.25,0
"Self, Ryan",Ryan Self,UTS_ROA,5.833333333,0
"Selfon, Zach",Zach Selfon,BUC_BIS,5.75,0
"Sell, Brock",Brock Sell,STA_CAR,6.083333333,0
"Sellers, Austin",Austin Sellers,GEO_PAN,5.916666667,0
"Selvig, Cole",Cole Selvig,MIN_GOL,6,0
"Seminara, Ben",Ben Seminara,COL_LION,6.083333333,0
"Senay, Michael",Michael Senay,USF_BUL,6.166666667,0
"Seneker, Charlie",Charlie Seneker,WM_TRI,6.083333333,0
"Senese, Nico",Nico Senese,GEO_EAG,6.25,0
"Sengenberger, Aidan",Aidan Sengenberger,SET_PIR,5.916666667,0
"Senior, Collin",Collin Senior,SOU_IND16,5.916666667,0
"Sensley, Spencer",Spencer Sensley,GRA_TIG,5.916666667,0
"Sentell, Gavin",Gavin Sentell,NOR_AGG,5.916666667,0
"Seo, MJ",MJ Seo,CAL_MAT,5.916666667,0
"Seo, Ryan",Ryan Seo,CAL_FUL,5.833333333,0
"Sepluveda, Stephen",Stephen Sepulveda,UTR_VAQ,6.083333333,0
"Sepulveda, Esteban",Esteban Sepulveda,CAL_HIG,5.916666667,0
"Serna, Mateo",Mateo Serna,MIZ_TIG,6,0
"Serna, Omar",Omar Serna,LSU_TIG,6.166666667,0
"Serrano, Christian",Christian Serrano,NOR_WOL,6.333333333,0
"Serrano, Jordan",Jordan Serrano,WAK_DEA,6.083333333,0
"Serup, Zack",Zack Serup,WES_HIL,6.25,0
"Service, Oliver",Oliver Service,MAR_THU,6.083333333,0
"Severns, Ryan",Ryan Severns,SAN_GAU,6.166666667,0
"Seward, Jalen",Jalen Seward,APP_MOU,6.416666667,0
"Sewell, Cameron",Cameron Sewell,SAC_HOR,6,0
"Sewell, Isaac",Isaac Sewell,ASU_RED,6.166666667,0
"Sexton, Brody",Brody Sexton,UNO_MAV,5.75,0
"Sexton, Landon",Landon Sexton,MTSU_BLU,6.333333333,0
"Seymore, Ashton",Ashton Seymore,GEO_HOY,6,0
"Seymour, Randy",Randy Seymour,MIC_SPA,6.333333333,0
"Sgambati, Matthew",Matt Sgambati,SBU_SEA,6.166666667,0
"Shadek, Justin",Justin Shadek,GIT_YEL,6.5,0
"Shafer, Greyson",Greyson Shafer,NIC_COL,6.333333333,0
"Shafer, Tyler",Tyler Shafer,HIG_PAN,6.333333333,0
"Shaffer, Braxton",Braxton Shaffer,CAM_CAM,6.583333333,0
"Shaffer, Levi",Levi Shaffer,SOU_LIO,5.916666667,0
"Shaffer, Silas",Silas Shaffer,EKU_COL,6.25,0
"Shakotko, Demitri",Demitri Shakotko,SOU_RED,5.916666667,0
"Shanaman, Morgan",Morgan Shanaman,MER_UNI,6,0
"Shank, JT",JT Shank,PAC_TIG,6.083333333,0
"Shannon, Brady",Brady Shannon,YSU_PEN,6.166666667,0
"Shannon, Brandon",Brandon Shannon,LOU_CAR,6.333333333,0
"Shapiro, Evan",Evan Shapiro,WMI_BRO,6.583333333,0
"Shaprow, Owen",Owen Shaprow,UMBC_RET,6.166666667,0
"Sharma, Vedant",Vedant Sharma,HAR_CRI,6.25,0
"Sharman, Michael",Michael Sharman,CLE_TIG,6.083333333,0
"Sharp, Brayden",Brayden Sharp,RIC_OWL,6.166666667,0
"Sharp, Cason",Cason Sharp,UTM_SKY,6,0
"Sharp, Dax",Dax Sharp,WIC_SHO,6.166666667,0
"Shatwell, Kade",Kade Shatwell,AUS_GOV,6.333333333,0
"Shaub, Ethan",Ethan Shaub,DEL_BLU,5.833333333,0
"Shaver, Ethan",Ethan Shaver,PAC_TIG,6.166666667,0
"Shaw, Andrew",Andrew Shaw,STA_CAR,6.25,0
"Shaw, Connor",Connor Shaw,SAN_AZT,6.166666667,0
"Shaw, Greg",Greg Shaw,UCO_HUS,6.25,0
"Shaw, Nate",Nate Shaw,WRI_RAI,6,0
"Shaw, Trenton",Trenton Shaw,GRA_TIG,6.333333333,0
"Shaw, Walker",Walker Shaw,MTSU_BLU,6.5,0
"Shayter, Isaiah",Isaiah Shayter,PEN_NIT,6.166666667,0
"Shea, Josh",Josh Shea,COR_BRE,5.916666667,0
"Sheahan, Vance",Vance Sheahan,MIA_HUR,6,0
"Shearer, Garrett",Garrett Shearer,NOR_CAT,6.25,0
"Sheehy, Ryan",Ryan Sheehy,OLD_MON,6.083333333,0
"Sheerin, Deven",Deven Sheerin,LSU_TIG,6.416666667,0
"Sheets, Seaver",Seaver Sheets,ULM_WAR,5.833333333,0
"Sheff, Cooper",Cooper Sheff,UNL_REB,6.25,0
"Sheffield, Cayden",Cayden Sheffield,ALA_LIO,6.083333333,0
"Sheffield, Jeremy",Jeremy Sheffield,GEO_HOY,6.416666667,0
"Sheffield, Lincoln",Lincoln Sheffield,KAN_WIL,6.166666667,0
"Sheffield, Noah",Noah Sheffield,FLO_SEM,6.083333333,0
"Shelby, Hogan",Hogan Shelby,LON_DIR,6.25,0
"Sheldon, Austin",Austin Sheldon,WAS_COU,6.083333333,0
"Sheldon, Jack",Jack Sheldon,FAI_STA,6.25,0
"Shelton, Braxton",Braxton Shelton,UAB_BLA,6.083333333,0
"Shenosky, Skip",Skip Shenosky,PEN_NIT,6.416666667,0
"Shepard, Troy",Troy Shepard,SIU_SAL,6.166666667,0
"Shepelsky, Jackson",Jackson Shepelsky,LEH_MOU,6.083333333,0
"Shepherd, Dylan",Dylan Shepherd,OHI_BOB,5.833333333,0
"Shepherd, Logan",Logan Shepherd,MER_BEA,6.166666667,0
"Sheppard, David",David Sheppard,DIX_STE,6.166666667,0
"Sheridan, Caden",Caden Sheridan,MOR_EAG,5.916666667,0
"Sheridan, Tommy",Tommy Sheridan,CAN_GRI,6.083333333,0
"Sherwood, Clayton",Clayton Sherwood,FLO_PAN,6,0
"Shields, Jonah",Jonah Shields,JUD,5.666666667,0
"Shimmin, Joshua",Josh Shimmin,LAM_CAR,5.833333333,0
"Shin, Jayden",Jayden Shin,COR_BRE,6.166666667,0
"Shineflew, Jaxon",Jaxon Shineflew,SAL_JAG,6.166666667,0
"Shinkle, Bo",Bo Shinkle,GON_BUL,5.833333333,0
"Shinkle, Brody",Brody Shinkle,CRE_BLU,5.833333333,0
"Shipley, Adam",Adam Shipley,SLU_BILL,6,0
"Shipley, Casey",Casey Shipley,CEN_BEA,6.333333333,0
"Shipman, Owen",Owen Shipman,QUN_RYL,6.083333333,0
"Shirey, Ike",Ike Shirey,TAR_TEX,5.833333333,0
"Shouse, Connor",Connor Shouse,TEX_RAI,6.083333333,0
"Showalter, James",James Showalter,SLU_BILL,6.083333333,0
"Shuey, Hunter",Hunter Shuey,UNC_SPA,6.25,0
"Shuhet, Nick",Nick Shuhet,RID_BRO,6.083333333,0
"Shull, Garrett",Garrett Shull,OKL_COW,6.166666667,0
"Shull, Jonah",Jonah Shull,WAS_COU,6,0
"Shulman, Tyler",Tyler Shulman,HAR_CRI,6,0
"Shumard, Cade",Cade Shumard,NMS_AGG,6.166666667,0
"Shupe, Garrett",Garrett Shupe,NOR_BIS,6.333333333,0
"Shupe, Hudson",Hudson Shupe,GON_BUL,6,0
"Shurtleff, Thomas",Thomas Shurtleff,PEN_QUA,6.166666667,0
"Sibley, Joshua",Josh Sibley,JAC_GAM,6,0
"Siciliano, David",David Siciliano,SIE_SAI,6.166666667,0
"Siegel, Bennett",Bennett Siegel,OLD_MON,6.083333333,0
"Siegert, Owen",Owen Siegert,SOU_JAC,5.833333333,0
"Siegner, Drew",Drew Siegner,LON_LAN,6,0
"Sierra, Enrique",Enrique Sierra,FLO_PAN,6.083333333,0
"Siervo, Joe",Joe Siervo,NOR_DEM,6,0
"Siesky, Dylan",Dylan Siesky,RIC_SPI,6,0
"Sifford, Alex",Alexander Sifford,GEO_BUL,6.166666667,0
"Sigman, Zakary",Zak Sigman,OSU_BUC,5.833333333,0
"Sikes, Yates",Yates Sikes,WCC,5.666666667,0
"Silas, Sam",Sam Silas,GEO_PAN,6,0
"Silliman, Owen",Owen Silliman,CAN_GRI,6.166666667,0
"Silva, Jacob",Jacob Silva,UTS_ROA,5.916666667,0
"Silvers, Brock",Brock Silvers,USF_BUL,6.416666667,0
"Silverstein, Justin",Justin Silverstein,HIG_PAN,6.5,0
"Silvia, Cole",Cole Silvia,ION_GAE,6,0
"Simay, Matthew",Matt Simay,SIU_SAL,6.25,0
"Simay, Timothy",Tim Simay,SIU_SAL,6,0
